"from","to"
"LAX","EWR"
"AMS","EWR"
"AMS","YYZ"
"LAX","STN"
"AMS","STN"
"LAX","VIE"
"AMS","VIE"
"LAX","DUB"
"LAX","MUC"
"AMS","MUC"
"AMS","DUB"
"LAX","BCN"
"AMS","BCN"
"LAX","IAH"
"AMS","IAH"
"LAX","IAD"
"AMS","IAD"
"LAX","LAS"
"AMS","LAS"
"LAX","ZRH"
"AMS","ZRH"
"LAX","FCO"
"AMS","FCO"
"AMS","BRU"
"AMS","MAN"
"LAX","ARN"
"AMS","ARN"
"LAX","SFO"
"LAX","BOS"
"AMS","SFO"
"AMS","BOS"
"LAX","CAN"
"AMS","CAN"
"LAX","PMI"
"AMS","PMI"
"LAX","MDW"
"LAX","MSP"
"LAX","ORY"
"AMS","MSP"
"AMS","ORY"
"LAX","PVG"
"AMS","PVG"
"AMS","ATH"
"AMS","LGW"
"LAX","CPH"
"AMS","CPH"
"LAX","DOH"
"AMS","DOH"
"LAX","PHX"
"LAX","MCO"
"LAX","YUL"
"AMS","YUL"
"LAX","PHL"
"AMS","PHL"
"LAX","FLL"
"AMS","AGP"
"AMS","DUS"
"AMS","ISL"
"AMS","MXP"
"LAX","OSL"
"AMS","OSL"
"AMS","AYT"
"LAX","WAW"
"AMS","WAW"
"LAX","SEA"
"LAX","DAL"
"LAX","PEK"
"AMS","SEA"
"AMS","LIS"
"AMS","DEL"
"LAX","HPN"
"LAX","DTW"
"LAX","TEB"
"AMS","DTW"
"AMS","EDI"
"LAX","SZX"
"LAX","BER"
"AMS","BER"
"LAX","CUN"
"AMS","CUN"
"LAX","AUS"
"LAX","YVR"
"LAX","LTN"
"AMS","AUS"
"AMS","YVR"
"AMS","LTN"
"AMS","ALC"
"LAX","BNA"
"LAX","TLV"
"AMS","TLV"
"LAX","DCA"
"LAX","SLC"
"AMS","NAP"
"AMS","SLC"
"LAX","BWI"
"LAX","SIN"
"AMS","MRS"
"AMS","SIN"
"AMS","SAW"
"LAX","ICN"
"LAX","MEX"
"AMS","MEX"
"AMS","ICN"
"LAX","PRG"
"AMS","PRG"
"AMS","BUD"
"LAX","HEL"
"LAX","JED"
"AMS","HEL"
"AMS","GVA"
"AMS","JED"
"AMS","BLQ"
"LAX","YYC"
"LAX","VCE"
"LAX","HOU"
"AMS","YYC"
"AMS","VCE"
"AMS","LPA"
"LAX","AUH"
"AMS","OTP"
"AMS","BOM"
"AMS","AUH"
"LAX","ANC"
"LAX","NCE"
"AMS","NCE"
"LAX","GRU"
"AMS","GRU"
"LAX","TPA"
"LAX","XMN"
"AMS","KRK"
"AMS","CAI"
"AMS","XMN"
"AMS","HAM"
"AMS","MLA"
"AMS","RUH"
"LAX","NRT"
"LAX","CVG"
"LAX","PBI"
"AMS","STR"
"AMS","BHX"
"AMS","BKK"
"LAX","LUX"
"AMS","LUX"
"LAX","PDX"
"AMS","PDX"
"AMS","OPO"
"LAX","SAN"
"LAX","BOG"
"LAX","WUH"
"AMS","BOG"
"AMS","VLC"
"LAX","TSN"
"LAX","SJC"
"AMS","KWI"
"AMS","TFS"
"LAX","KEF"
"AMS","KEF"
"AMS","HER"
"AMS","CFU"
"LAX","HND"
"LAX","STL"
"LAX","IBZ"
"AMS","IBZ"
"AMS","BRI"
"LAX","SHE"
"AMS","BLR"
"AMS","LYS"
"AMS","CMN"
"AMS","RHO"
"LAX","PTY"
"AMS","RIX"
"AMS","PTY"
"LAX","SYD"
"LAX","MNL"
"LAX","SNA"
"LAX","ASE"
"AMS","SKG"
"AMS","BEG"
"AMS","BRS"
"LAX","CTA"
"AMS","CTA"
"AMS","CGK"
"AMS","BOD"
"AMS","SVQ"
"AMS","ACE"
"AMS","GOT"
"LAX","PSA"
"LAX","OAK"
"AMS","PSA"
"AMS","FAO"
"LAX","CHS"
"LAX","RDU"
"LAX","RSW"
"LAX","HKG"
"LAX","PIT"
"AMS","JNB"
"AMS","HKG"
"AMS","CHQ"
"AMS","AMM"
"AMS","PUJ"
"AMS","GLA"
"AMS","CAG"
"LAX","BED"
"AMS","TLS"
"AMS","SOF"
"AMS","ADB"
"AMS","ESB"
"LAX","IND"
"LAX","YEG"
"LAX","BDL"
"AMS","YEG"
"LAX","GDL"
"AMS","NTE"
"AMS","LCA"
"AMS","MAH"
"LAX","SAT"
"AMS","FUE"
"LAX","VNY"
"LAX","SDF"
"LAX","MKE"
"AMS","GDN"
"LAX","CMH"
"LAX","OLB"
"AMS","BLL"
"AMS","OLB"
"LAX","MEL"
"AMS","JTR"
"LAX","MSY"
"LAX","EMA"
"AMS","EMA"
"AMS","BAH"
"LAX","HNL"
"AMS","WRO"
"AMS","DMM"
"AMS","VRN"
"AMS","RAK"
"LAX","TRN"
"LAX","NAS"
"LAX","SCL"
"AMS","NUE"
"AMS","EZE"
"AMS","TRN"
"LAX","PVR"
"LAX","MEM"
"LAX","BZN"
"LAX","LIM"
"LAX","SNN"
"AMS","ZAG"
"AMS","LIM"
"LAX","BNE"
"LAX","CLE"
"AMS","LBA"
"AMS","SPU"
"AMS","LIN"
"AMS","NCL"
"LAX","SJD"
"LAX","OMA"
"LAX","MCI"
"AMS","BGO"
"AMS","DBV"
"AMS","BEY"
"LAX","SCF"
"LAX","TPE"
"AMS","HRG"
"AMS","TPE"
"AMS","KGS"
"LAX","AKL"
"AMS","NBO"
"AMS","FNC"
"AMS","BIO"
"AMS","LPL"
"LAX","JAX"
"AMS","PFO"
"LAX","SMF"
"LAX","PSP"
"LAX","BUF"
"LAX","EGE"
"LAX","MRY"
"LAX","BUR"
"AMS","JMK"
"LAX","SXM"
"AMS","SXM"
"AMS","DLM"
"AMS","HAJ"
"AMS","VNO"
"AMS","BJV"
"LAX","MTY"
"LAX","ICT"
"LAX","APC"
"LAX","SJO"
"LAX","OKC"
"LAX","RIC"
"AMS","ZTH"
"AMS","SCQ"
"LAX","BOI"
"LAX","DSM"
"AMS","LOS"
"LAX","JAC"
"LAX","KIX"
"LAX","LBG"
"AMS","POZ"
"AMS","TLL"
"AMS","MBJ"
"LAX","SBA"
"LAX","TUL"
"LAX","ALB"
"AMS","TBS"
"LAX","RNO"
"LAX","ELP"
"AMS","FEZ"
"AMS","FLR"
"LAX","FCA"
"LAX","CEB"
"AMS","GIG"
"AMS","GRO"
"LAX","TUS"
"AMS","DSS"
"AMS","TZX"
"LAX","SUN"
"LAX","GEG"
"LAX","MVY"
"LAX","SZG"
"AMS","SZG"
"AMS","ORK"
"AMS","PVK"
"AMS","PDL"
"AMS","BOJ"
"AMS","DJE"
"AMS","SXB"
"AMS","ACC"
"AMS","CPT"
"AMS","LCY"
"AMS","KIV"
"AMS","SVG"
"AMS","TRD"
"LAX","TTN"
"LAX","AFW"
"LAX","OGG"
"LAX","ABQ"
"LAX","SAL"
"LAX","PPT"
"LAX","BFS"
"AMS","BGI"
"AMS","BFS"
"LAX","STS"
"LAX","GUA"
"LAX","MSN"
"AMS","JSI"
"LAX","LIR"
"LAX","LIT"
"AMS","TNG"
"AMS","AUA"
"AMS","MPL"
"AMS","EFL"
"LAX","LEJ"
"LAX","FAR"
"LAX","XNA"
"LAX","EUG"
"AMS","TRF"
"AMS","GOA"
"AMS","KLX"
"LAX","FAB"
"LAX","ZAZ"
"LAX","KOA"
"LAX","NAN"
"AMS","KGL"
"AMS","ABZ"
"AMS","SMI"
"LAX","CID"
"AMS","AOK"
"AMS","ADA"
"LAX","RFD"
"LAX","FAT"
"LAX","BOH"
"AMS","NDR"
"AMS","SOU"
"AMS","UIO"
"LAX","COS"
"LAX","SHV"
"LAX","HDN"
"LAX","LGG"
"LAX","BZE"
"LAX","MSO"
"LAX","SWF"
"LAX","BJX"
"AMS","LJU"
"AMS","SPC"
"AMS","CUR"
"LAX","PSC"
"LAX","RDM"
"LAX","YFB"
"LAX","MTJ"
"AMS","OUD"
"AMS","RMF"
"AMS","ASR"
"LAX","LIH"
"LAX","MZT"
"LAX","CGF"
"LAX","SGF"
"LAX","GYE"
"AMS","ZNZ"
"AMS","BHD"
"AMS","BRE"
"AMS","VRA"
"LAX","BLM"
"LAX","CZM"
"LAX","ILN"
"LAX","MFR"
"LAX","MFE"
"AMS","INV"
"AMS","GUW"
"LAX","NUQ"
"LAX","SBP"
"LAX","GMP"
"LAX","MLM"
"AMS","AAL"
"AMS","CWL"
"LAX","ZIH"
"LAX","PGA"
"LAX","MSC"
"LAX","BYJ"
"LAX","SUU"
"LAX","BLI"
"LAX","RDD"
"LAX","OAX"
"LAX","AGU"
"AMS","RNS"
"AMS","DRS"
"AMS","JRO"
"AMS","INN"
"AMS","MME"
"AMS","BVC"
"AMS","BJL"
"LAX","ACV"
"AMS","KRS"
"AMS","TMP"
"AMS","PBM"
"LAX","IPL"
"AMS","AES"
"AMS","GRZ"
"AMS","KYA"
"LAX","GJT"
"LAX","UAM"
"AMS","AHU"
"AMS","NBE"
"LAX","TCM"
"LAX","LTO"
"LAX","DOL"
"LAX","ZCL"
"LAX","ZLO"
"LAX","PWT"
"LAX","HWD"
"AMS","HUY"
"AMS","OHD"
"LAX","DOV"
"LAX","MCE"
"LAX","BIH"
"LAX","IQT"
"LAX","ITO"
"AMS","NWI"
"LAX","OSC"
"LAX","MIV"
"LAX","PRC"
"LAX","UPN"
"AMS","VXE"
"LAX","NZY"
"LAX","MWH"
"AMS","LPI"
"CDG","FRA"
"CDG","IST"
"CDG","ORD"
"CDG","DFW"
"CDG","AMS"
"CDG","DEN"
"CDG","DXB"
"CDG","ATL"
"CDG","LHR"
"CDG","MIA"
"CDG","JFK"
"CDG","LAX"
"CDG","MAD"
"CDG","EWR"
"CDG","YYZ"
"CDG","VIE"
"CDG","MUC"
"CDG","DUB"
"CDG","BCN"
"CDG","IAH"
"CDG","IAD"
"CDG","ZRH"
"CDG","FCO"
"CDG","BRU"
"CDG","MAN"
"CDG","ARN"
"CDG","SFO"
"CDG","BOS"
"CDG","CAN"
"CDG","PMI"
"CDG","MSP"
"CDG","PVG"
"CDG","ATH"
"CDG","LGW"
"CDG","CPH"
"CDG","DOH"
"CDG","YUL"
"CDG","PHL"
"CDG","AGP"
"CDG","DUS"
"CDG","ISL"
"CDG","MXP"
"CDG","OSL"
"CDG","AYT"
"CDG","WAW"
"CDG","SEA"
"CDG","PEK"
"CDG","LIS"
"CDG","DEL"
"CDG","EDI"
"CDG","DTW"
"CDG","BER"
"CDG","CUN"
"CDG","YVR"
"CDG","LTN"
"CDG","ALC"
"CDG","TLV"
"CDG","NAP"
"CDG","SLC"
"CDG","MRS"
"CDG","SIN"
"CDG","SAW"
"CDG","ICN"
"CDG","MEX"
"CDG","PRG"
"CDG","BUD"
"CDG","HEL"
"CDG","GVA"
"CDG","JED"
"CDG","BLQ"
"CDG","VCE"
"CDG","LPA"
"CDG","YYC"
"CDG","OTP"
"CDG","BOM"
"CDG","AUH"
"CDG","NCE"
"CDG","GRU"
"CDG","KRK"
"CDG","CAI"
"CDG","ADD"
"CDG","HAM"
"CDG","MLA"
"CDG","RUH"
"CDG","STR"
"CDG","NRT"
"CDG","CVG"
"CDG","BHX"
"CDG","BKK"
"CDG","LUX"
"CDG","OPO"
"CDG","VLC"
"CDG","BOG"
"CDG","TFS"
"CDG","KWI"
"CDG","HER"
"CDG","KEF"
"CDG","CFU"
"CDG","HND"
"CDG","BRI"
"CDG","IBZ"
"CDG","BLR"
"CDG","RHO"
"CDG","LYS"
"CDG","CMN"
"CDG","PTY"
"CDG","RIX"
"CDG","SKG"
"CDG","BEG"
"CDG","CTA"
"CDG","SVQ"
"CDG","BOD"
"CDG","GOT"
"CDG","FAO"
"CDG","PMO"
"CDG","RDU"
"CDG","AMM"
"CDG","MAA"
"CDG","JNB"
"CDG","PUJ"
"CDG","HKG"
"CDG","CAG"
"CDG","SOF"
"CDG","TLS"
"CDG","ESB"
"CDG","ADB"
"CDG","ALG"
"CDG","NTE"
"CDG","LCA"
"CDG","MCT"
"CDG","OLB"
"CDG","BLL"
"CDG","TUN"
"CDG","JTR"
"CDG","SGN"
"CDG","BAH"
"CDG","RAK"
"CDG","VRN"
"CDG","NUE"
"CDG","TRN"
"CDG","EZE"
"CDG","SCL"
"CDG","ZAG"
"CDG","LIM"
"CDG","SPU"
"CDG","NCL"
"CDG","LIN"
"CDG","TIA"
"CDG","LBA"
"CDG","BGO"
"CDG","DBV"
"CDG","BEY"
"CDG","HAN"
"CDG","TAS"
"CDG","TPE"
"CDG","NBO"
"CDG","BIO"
"CDG","PFO"
"CDG","JMK"
"CDG","SXM"
"CDG","HAJ"
"CDG","VNO"
"CDG","EVN"
"CDG","AGA"
"CDG","YHZ"
"CDG","SJO"
"CDG","CMB"
"CDG","ZTH"
"CDG","SCQ"
"CDG","LOS"
"CDG","YQB"
"CDG","KIX"
"CDG","TLL"
"CDG","TBS"
"CDG","FEZ"
"CDG","FLR"
"CDG","IKA"
"CDG","GIG"
"CDG","DSS"
"CDG","MED"
"CDG","ORK"
"CDG","DJE"
"CDG","PDL"
"CDG","ACC"
"CDG","ABJ"
"CDG","KIV"
"CDG","SVG"
"CDG","ABV"
"CDG","HAV"
"CDG","MIR"
"CDG","TNG"
"CDG","BIA"
"CDG","MPL"
"CDG","LAD"
"CDG","ORN"
"CDG","DAR"
"CDG","GOA"
"CDG","FOR"
"CDG","FSC"
"CDG","LFW"
"CDG","LBV"
"CDG","AJA"
"CDG","LJU"
"CDG","BIQ"
"CDG","DLA"
"CDG","MRU"
"CDG","COO"
"CDG","TNR"
"CDG","OUD"
"CDG","FIH"
"CDG","OUA"
"CDG","ZNZ"
"CDG","CLY"
"CDG","CKY"
"CDG","RUN"
"CDG","PTP"
"CDG","CZL"
"CDG","BES"
"CDG","BKO"
"CDG","BZV"
"CDG","FDF"
"CDG","RBA"
"CDG","NKC"
"CDG","RNS"
"CDG","NIM"
"CDG","NSI"
"CDG","BJL"
"CDG","FAE"
"CDG","NDJ"
"CDG","FNA"
"CDG","JIB"
"CDG","BGF"
"CDG","UGC"
"CDG","AAE"
"CDG","ROB"
"CDG","PNR"
"CDG","SSG"
"CDG","PUF"
"CDG","CAY"
"CDG","BJA"
"CDG","DZA"
"CDG","CFE"
"DEN","FRA"
"DEN","ORD"
"DEN","DFW"
"DEN","CDG"
"DEN","ATL"
"DEN","LHR"
"DEN","MIA"
"DEN","JFK"
"DEN","LAX"
"DEN","CLT"
"DEN","YYZ"
"DEN","EWR"
"DEN","MUC"
"DEN","BCN"
"DEN","IAH"
"DEN","IAD"
"DEN","LAS"
"DEN","ZRH"
"DEN","SFO"
"DEN","BOS"
"DEN","MDW"
"DEN","MSP"
"DEN","PHX"
"DEN","YUL"
"DEN","MCO"
"DEN","PHL"
"DEN","FLL"
"DEN","SEA"
"DEN","DAL"
"DEN","DTW"
"DEN","CUN"
"DEN","AUS"
"DEN","YVR"
"DEN","BNA"
"DEN","SLC"
"DEN","DCA"
"DEN","BWI"
"DEN","MEX"
"DEN","YYC"
"DEN","HOU"
"DEN","ANC"
"DEN","NCE"
"DEN","LGA"
"DEN","TPA"
"DEN","MLA"
"DEN","CVG"
"DEN","PDX"
"DEN","SAN"
"DEN","SJC"
"DEN","KEF"
"DEN","STL"
"DEN","PTY"
"DEN","SNA"
"DEN","ASE"
"DEN","OAK"
"DEN","CHS"
"DEN","RDU"
"DEN","RSW"
"DEN","PIT"
"DEN","YEG"
"DEN","IND"
"DEN","BDL"
"DEN","GDL"
"DEN","SAT"
"DEN","MKE"
"DEN","SDF"
"DEN","CMH"
"DEN","MSY"
"DEN","HNL"
"DEN","NAS"
"DEN","PVR"
"DEN","BZN"
"DEN","MEM"
"DEN","CLE"
"DEN","OMA"
"DEN","MCI"
"DEN","SJD"
"DEN","SRQ"
"DEN","MYR"
"DEN","JAX"
"DEN","PSP"
"DEN","SMF"
"DEN","BUF"
"DEN","EGE"
"DEN","BUR"
"DEN","MRY"
"DEN","ONT"
"DEN","PVD"
"DEN","SAV"
"DEN","ICT"
"DEN","PWM"
"DEN","GRR"
"DEN","SJO"
"DEN","OKC"
"DEN","ORF"
"DEN","AVL"
"DEN","RIC"
"DEN","BOI"
"DEN","DSM"
"DEN","JAC"
"DEN","TUL"
"DEN","SBA"
"DEN","ALB"
"DEN","RNO"
"DEN","BHM"
"DEN","ELP"
"DEN","FCA"
"DEN","TUS"
"DEN","FSD"
"DEN","TVC"
"DEN","GEG"
"DEN","BTV"
"DEN","SUN"
"DEN","SYR"
"DEN","GSP"
"DEN","ABQ"
"DEN","OGG"
"DEN","MSN"
"DEN","LGB"
"DEN","LIT"
"DEN","TYS"
"DEN","ECP"
"DEN","LIR"
"DEN","FAR"
"DEN","ROC"
"DEN","XNA"
"DEN","EUG"
"DEN","SAF"
"DEN","BIL"
"DEN","PNS"
"DEN","GCM"
"DEN","MDT"
"DEN","KOA"
"DEN","CID"
"DEN","FAT"
"DEN","COS"
"DEN","HDN"
"DEN","MAF"
"DEN","SHV"
"DEN","RAP"
"DEN","MSO"
"DEN","BZE"
"DEN","HSV"
"DEN","TEX"
"DEN","PSC"
"DEN","HRL"
"DEN","ATW"
"DEN","MTJ"
"DEN","RDM"
"DEN","LNK"
"DEN","SGF"
"DEN","LIH"
"DEN","IDA"
"DEN","BIS"
"DEN","YYJ"
"DEN","CZM"
"DEN","MFR"
"DEN","PIA"
"DEN","ILN"
"DEN","GTF"
"DEN","MLI"
"DEN","BTM"
"DEN","CUU"
"DEN","LBB"
"DEN","GRB"
"DEN","AMA"
"DEN","SBP"
"DEN","DRO"
"DEN","SGU"
"DEN","OTH"
"DEN","BMI"
"DEN","LSE"
"DEN","HLN"
"DEN","BFL"
"DEN","SBD"
"DEN","RIL"
"DEN","MOT"
"DEN","ACV"
"DEN","CPR"
"DEN","BKG"
"DEN","GUC"
"DEN","FNL"
"DEN","GJT"
"DEN","BFF"
"DEN","SLE"
"DEN","FLG"
"DEN","RTB"
"DEN","LBF"
"DEN","HYS"
"DEN","CPC"
"DEN","EAR"
"DEN","SUX"
"DEN","SHR"
"DEN","SLN"
"DEN","LBL"
"DEN","DIK"
"DEN","AIA"
"DEN","PUB"
"DEN","LWS"
"DEN","CYS"
"DEN","DDC"
"DEN","DVL"
"DEN","WYS"
"DEN","JMS"
"DEN","BIH"
"DEN","COD"
"DEN","HOB"
"DEN","MCK"
"DEN","XWA"
"DEN","RKS"
"DEN","ALN"
"DEN","RIW"
"DEN","ATY"
"DEN","PIR"
"DEN","JLN"
"DEN","VEL"
"DEN","GCC"
"DEN","FOD"
"DEN","CEZ"
"DEN","ANK"
"DEN","CDR"
"DEN","RWL"
"DEN","LAR"
"DEN","LAA"
"DEN","CVN"
"DEN","PRC"
"DEN","CNY"
"DEN","BRL"
"DEN","GXY"
"DEN","ALS"
"DEN","TAD"
"DEN","CBK"
"DEN","SNY"
"ATL","FRA"
"ATL","IST"
"ATL","ORD"
"ATL","DFW"
"ATL","CDG"
"ATL","AMS"
"ATL","DEN"
"ATL","LHR"
"ATL","MIA"
"ATL","JFK"
"ATL","LAX"
"ATL","CLT"
"ATL","MAD"
"ATL","EWR"
"ATL","YYZ"
"ATL","DUB"
"ATL","MUC"
"ATL","BCN"
"ATL","IAH"
"ATL","IAD"
"ATL","LAS"
"ATL","FCO"
"ATL","BRU"
"ATL","MAN"
"ATL","BOS"
"ATL","SFO"
"ATL","MDW"
"ATL","MSP"
"ATL","ATH"
"ATL","DOH"
"ATL","PHX"
"ATL","YUL"
"ATL","MCO"
"ATL","PHL"
"ATL","FLL"
"ATL","ISL"
"ATL","MXP"
"ATL","DAL"
"ATL","SEA"
"ATL","HPN"
"ATL","DTW"
"ATL","CUN"
"ATL","AUS"
"ATL","LTN"
"ATL","BNA"
"ATL","DCA"
"ATL","SLC"
"ATL","BWI"
"ATL","MEX"
"ATL","ICN"
"ATL","HOU"
"ATL","VCE"
"ATL","YYC"
"ATL","ANC"
"ATL","GRU"
"ATL","LGA"
"ATL","TPA"
"ATL","CVG"
"ATL","PBI"
"ATL","BHX"
"ATL","PDX"
"ATL","SAN"
"ATL","BOG"
"ATL","SJC"
"ATL","HND"
"ATL","STL"
"ATL","PTY"
"ATL","SNA"
"ATL","ASE"
"ATL","CHS"
"ATL","RDU"
"ATL","RSW"
"ATL","PIT"
"ATL","PUJ"
"ATL","JNB"
"ATL","SJU"
"ATL","BDL"
"ATL","IND"
"ATL","GDL"
"ATL","SAT"
"ATL","SDF"
"ATL","MKE"
"ATL","CMH"
"ATL","MSY"
"ATL","HNL"
"ATL","EZE"
"ATL","SCL"
"ATL","NAS"
"ATL","MEM"
"ATL","PVR"
"ATL","LIM"
"ATL","BZN"
"ATL","CLE"
"ATL","HHN"
"ATL","DWC"
"ATL","SRQ"
"ATL","MCI"
"ATL","OMA"
"ATL","SJD"
"ATL","MYR"
"ATL","JAX"
"ATL","APF"
"ATL","SMF"
"ATL","BUF"
"ATL","EGE"
"ATL","PSP"
"ATL","PLS"
"ATL","SXM"
"ATL","ONT"
"ATL","SAV"
"ATL","PVD"
"ATL","MTY"
"ATL","PWM"
"ATL","ICT"
"ATL","GRR"
"ATL","SJO"
"ATL","AVL"
"ATL","RIC"
"ATL","OKC"
"ATL","ORF"
"ATL","ACY"
"ATL","DSM"
"ATL","BOI"
"ATL","LOS"
"ATL","MBJ"
"ATL","JAC"
"ATL","VPS"
"ATL","TUL"
"ATL","ALB"
"ATL","SDQ"
"ATL","BHM"
"ATL","ELP"
"ATL","TUS"
"ATL","FSD"
"ATL","TVC"
"ATL","EYW"
"ATL","BTV"
"ATL","GEG"
"ATL","GSP"
"ATL","SYR"
"ATL","ABQ"
"ATL","SAL"
"ATL","TTN"
"ATL","MSN"
"ATL","GUA"
"ATL","TYS"
"ATL","ECP"
"ATL","LIT"
"ATL","LIR"
"ATL","AUA"
"ATL","GSO"
"ATL","ROC"
"ATL","ANU"
"ATL","ILM"
"ATL","XNA"
"ATL","STT"
"ATL","AGS"
"ATL","FWA"
"ATL","ABE"
"ATL","SAF"
"ATL","LEX"
"ATL","PNS"
"ATL","GCM"
"ATL","SBN"
"ATL","MDT"
"ATL","ZAZ"
"ATL","CHA"
"ATL","CID"
"ATL","RFD"
"ATL","DAY"
"ATL","SKB"
"ATL","UIO"
"ATL","ISP"
"ATL","LGG"
"ATL","CHO"
"ATL","SHV"
"ATL","KIN"
"ATL","HDN"
"ATL","CAE"
"ATL","HSV"
"ATL","UVF"
"ATL","BZE"
"ATL","SWF"
"ATL","ATW"
"ATL","HHH"
"ATL","MTJ"
"ATL","SAP"
"ATL","AXA"
"ATL","AEX"
"ATL","SGF"
"ATL","DAB"
"ATL","ILN"
"ATL","TLH"
"ATL","MLI"
"ATL","BTR"
"ATL","GRB"
"ATL","BDA"
"ATL","ROA"
"ATL","MHH"
"ATL","OST"
"ATL","BMI"
"ATL","SUU"
"ATL","CRW"
"ATL","EVV"
"ATL","JAN"
"ATL","ELH"
"ATL","LFT"
"ATL","MGM"
"ATL","GGT"
"ATL","GPT"
"ATL","MLB"
"ATL","BON"
"ATL","GNV"
"ATL","MLU"
"ATL","CSG"
"ATL","TRI"
"ATL","STX"
"ATL","RTB"
"ATL","MOB"
"ATL","ABY"
"ATL","FAY"
"ATL","VLD"
"ATL","OAJ"
"ATL","DHN"
"ATL","BRN"
"ATL","BQK"
"ATL","MKL"
"ATL","GTR"
"ATL","HIF"
"DXB","FRA"
"DXB","IST"
"DXB","ORD"
"DXB","DFW"
"DXB","CDG"
"DXB","AMS"
"DXB","LHR"
"DXB","MIA"
"DXB","JFK"
"DXB","LAX"
"DXB","MAD"
"DXB","YYZ"
"DXB","STN"
"DXB","VIE"
"DXB","DUB"
"DXB","MUC"
"DXB","BCN"
"DXB","IAH"
"DXB","IAD"
"DXB","ZRH"
"DXB","FCO"
"DXB","BRU"
"DXB","MAN"
"DXB","ARN"
"DXB","BOS"
"DXB","SFO"
"DXB","CAN"
"DXB","ATH"
"DXB","LGW"
"DXB","CPH"
"DXB","DOH"
"DXB","MCO"
"DXB","ISL"
"DXB","DUS"
"DXB","MXP"
"DXB","OSL"
"DXB","AYT"
"DXB","WAW"
"DXB","PEK"
"DXB","SEA"
"DXB","LIS"
"DXB","DEL"
"DXB","SZX"
"DXB","TLV"
"DXB","NAP"
"DXB","SAW"
"DXB","SIN"
"DXB","ICN"
"DXB","BUD"
"DXB","PRG"
"DXB","JED"
"DXB","GVA"
"DXB","BLQ"
"DXB","VCE"
"DXB","OTP"
"DXB","BOM"
"DXB","NCE"
"DXB","GRU"
"DXB","CAI"
"DXB","DME"
"DXB","KRK"
"DXB","ADD"
"DXB","LED"
"DXB","RUH"
"DXB","HAM"
"DXB","NRT"
"DXB","BHX"
"DXB","BKK"
"DXB","CTU"
"DXB","LUX"
"DXB","KWI"
"DXB","BLR"
"DXB","CMN"
"DXB","LYS"
"DXB","RIX"
"DXB","SYD"
"DXB","MNL"
"DXB","KUL"
"DXB","BEG"
"DXB","AER"
"DXB","VKO"
"DXB","CGK"
"DXB","CTA"
"DXB","HYD"
"DXB","PSA"
"DXB","MAA"
"DXB","AMM"
"DXB","HKG"
"DXB","OVB"
"DXB","JNB"
"DXB","SVX"
"DXB","GLA"
"DXB","ADB"
"DXB","SOF"
"DXB","ESB"
"DXB","MCT"
"DXB","ALG"
"DXB","LCA"
"DXB","CCU"
"DXB","ALA"
"DXB","TUN"
"DXB","GYD"
"DXB","MEL"
"DXB","BAH"
"DXB","SGN"
"DXB","DMM"
"DXB","ZAG"
"DXB","TIA"
"DXB","NCL"
"DXB","BNE"
"DXB","BEY"
"DXB","DBV"
"DXB","TAS"
"DXB","HAN"
"DXB","TPE"
"DXB","NBO"
"DXB","KZN"
"DXB","JMK"
"DXB","BJV"
"DXB","AMD"
"DXB","EVN"
"DXB","MLE"
"DXB","NQZ"
"DXB","MRV"
"DXB","PER"
"DXB","CMB"
"DXB","DAC"
"DXB","LOS"
"DXB","UFA"
"DXB","KIX"
"DXB","DPS"
"DXB","TBS"
"DXB","IKA"
"DXB","KTM"
"DXB","FRU"
"DXB","CEB"
"DXB","ISB"
"DXB","LKO"
"DXB","KHI"
"DXB","MED"
"DXB","KUF"
"DXB","TZX"
"DXB","PNQ"
"DXB","SZG"
"DXB","CPT"
"DXB","ACC"
"DXB","COK"
"DXB","ABV"
"DXB","HKT"
"DXB","LAD"
"DXB","JAI"
"DXB","SJJ"
"DXB","DAR"
"DXB","RGN"
"DXB","BGW"
"DXB","CCJ"
"DXB","MHD"
"DXB","DYU"
"DXB","LHE"
"DXB","HBE"
"DXB","GOI"
"DXB","MCX"
"DXB","SCO"
"DXB","KGL"
"DXB","TRV"
"DXB","EBL"
"DXB","NJF"
"DXB","IXC"
"DXB","IDR"
"DXB","CNN"
"DXB","LJU"
"DXB","ATQ"
"DXB","KRT"
"DXB","MRU"
"DXB","EBB"
"DXB","TIV"
"DXB","SEZ"
"DXB","ZNZ"
"DXB","ELQ"
"DXB","IXE"
"DXB","SYZ"
"DXB","CKY"
"DXB","BWN"
"DXB","ISU"
"DXB","CIT"
"DXB","MUX"
"DXB","BUS"
"DXB","KBL"
"DXB","CGP"
"DXB","SLL"
"DXB","SKT"
"DXB","BSR"
"DXB","LUN"
"DXB","ZYL"
"DXB","PEW"
"DXB","IFN"
"DXB","TIF"
"DXB","IXM"
"DXB","TRZ"
"DXB","JUB"
"DXB","DUR"
"DXB","UET"
"DXB","LYP"
"DXB","JIB"
"DXB","AHB"
"DXB","HAS"
"DXB","CRK"
"DXB","YNB"
"DXB","TUU"
"DXB","ASB"
"DXB","ULH"
"DXB","AWZ"
"DXB","HGA"
"DXB","ASM"
"DXB","LRR"
"DXB","PZU"
"DXB","NUM"
"DXB","BSA"
"DXB","BND"
"DXB","GSM"
"DXB","BUZ"
"TEB","IST"
"TEB","DFW"
"TEB","AMS"
