"from","to"
"FOK","MPO"
"FOK","GKT"
"FOK","SEN"
"PUJ","FRA"
"TLS","FRA"
"LCA","FRA"
"TLS","IST"
"PUJ","ORD"
"PUJ","DFW"
"PUJ","CDG"
"TLS","CDG"
"LCA","CDG"
"TLS","AMS"
"LCA","AMS"
"LCA","DXB"
"PUJ","ATL"
"TLS","LHR"
"LCA","LHR"
"PUJ","MIA"
"PUJ","JFK"
"PUJ","MAD"
"PUJ","CLT"
"TLS","MAD"
"PUJ","YYZ"
"PUJ","EWR"
"TLS","STN"
"LCA","STN"
"LCA","VIE"
"PUJ","MUC"
"TLS","MUC"
"TLS","DUB"
"LCA","MUC"
"PUJ","BCN"
"LCA","BCN"
"PUJ","IAH"
"PUJ","IAD"
"PUJ","ZRH"
"LCA","ZRH"
"TLS","FCO"
"PUJ","BRU"
"TLS","BRU"
"LCA","BRU"
"LCA","MAN"
"LCA","ARN"
"PUJ","BOS"
"TLS","PMI"
"PUJ","MDW"
"PUJ","ORY"
"PUJ","MSP"
"TLS","ORY"
"LCA","ORY"
"TLS","ATH"
"TLS","LGW"
"LCA","ATH"
"LCA","LGW"
"LCA","CPH"
"LCA","DOH"
"PUJ","YUL"
"PUJ","MCO"
"TLS","YUL"
"PUJ","PHL"
"PUJ","FLL"
"TLS","AGP"
"PUJ","DUS"
"LCA","DUS"
"LCA","OSL"
"PUJ","WAW"
"LCA","WAW"
"PUJ","LIS"
"TLS","LIS"
"PUJ","DTW"
"TLS","EDI"
"TLS","BGY"
"PUJ","AUS"
"LCA","LTN"
"TLS","CRL"
"TLS","ALC"
"PUJ","BNA"
"TLS","TLV"
"LCA","TLV"
"LCA","CGN"
"TLS","NAP"
"PUJ","BWI"
"TLS","MRS"
"PUJ","PRG"
"LCA","PRG"
"LCA","HEL"
"LCA","GVA"
"TLS","VCE"
"TLS","LPA"
"LCA","OTP"
"PUJ","GRU"
"LCA","CAI"
"TLS","MLA"
"LCA","MLA"
"LCA","HAM"
"PUJ","CVG"
"LCA","STR"
"LCA","BHX"
"PUJ","OPO"
"TLS","OPO"
"PUJ","BOG"
"TLS","VLC"
"TLS","TFS"
"TLS","HER"
"LCA","HER"
"PUJ","STL"
"TLS","IBZ"
"TLS","LYS"
"TLS","CMN"
"LCA","RHO"
"PUJ","PTY"
"LCA","RIX"
"LCA","SKG"
"LCA","BEG"
"TLS","BRS"
"LCA","BRS"
"TLS","CTA"
"TLS","SVQ"
"LCA","GOT"
"TLS","FAO"
"PUJ","PIT"
"LCA","AMM"
"TLS","CAG"
"LCA","GLA"
"PUJ","SJU"
"LCA","SOF"
"TLS","ALG"
"TLS","MAH"
"TLS","NTE"
"TLS","TUN"
"LCA","JTR"
"LCA","BAH"
"LCA","EMA"
"PUJ","EZE"
"PUJ","SCL"
"PUJ","LIM"
"PUJ","CLE"
"TLS","SPU"
"LCA","NCL"
"TLS","DBV"
"LCA","BEY"
"LCA","KTW"
"LCA","JMK"
"LCA","HAJ"
"LCA","EVN"
"PUJ","YHZ"
"TLS","AGA"
"PUJ","YQB"
"PUJ","MBJ"
"PUJ","SDQ"
"PUJ","YHM"
"TLS","FEZ"
"PUJ","YOW"
"TLS","LIL"
"PUJ","MDE"
"TLS","DJE"
"LCA","PVK"
"LCA","SZG"
"TLS","SXB"
"TLS","TPS"
"PUJ","HAV"
"LCA","JSI"
"TLS","BIA"
"LCA","EFL"
"PUJ","ANU"
"TLS","ORN"
"LCA","KUT"
"PUJ","CCS"
"LCA","ZIA"
"TLS","FSC"
"TLS","AJA"
"PUJ","CUR"
"PUJ","LAN"
"TLS","OUD"
"PUJ","PTP"
"TLS","BES"
"LCA","KSC"
"PUJ","FDF"
"LCA","CWL"
"PUJ","BON"
"TLS","ETZ"
"TLS","LRT"
"GDL","FRA"
"NCL","FRA"
"SGN","FRA"
"BLL","FRA"
"SGN","IST"
"BLL","IST"
"GDL","ORD"
"GDL","DFW"
"LBA","CDG"
"NCL","CDG"
"SGN","CDG"
"BLL","CDG"
"LBA","AMS"
"NCL","AMS"
"SGN","AMS"
"BLL","AMS"
"GDL","DEN"
"NCL","DXB"
"SGN","DXB"
"CCU","DXB"
"GDL","ATL"
"LBA","LHR"
"NCL","LHR"
"BLL","LHR"
"GDL","MIA"
"GDL","JFK"
"GDL","LAX"
"EIN","MAD"
"GDL","MAD"
"GDL","CLT"
"BLL","MAD"
"EIN","STN"
"BLL","STN"
"EIN","VIE"
"BLL","VIE"
"EIN","DUB"
"LBA","DUB"
"NCL","DUB"
"BLL","MUC"
"BLL","DUB"
"EIN","BCN"
"LBA","BCN"
"BLL","BCN"
"GDL","IAH"
"GDL","LAS"
"BLL","ZRH"
"EIN","FCO"
"LBA","FCO"
"NCL","FCO"
"BLL","FCO"
"EIN","MAN"
"BLL","MAN"
"BLL","ARN"
"GDL","SFO"
"SGN","SFO"
"SGN","CAN"
"EIN","PMI"
"LBA","PMI"
"NCL","PMI"
"BLL","PMI"
"GDL","MDW"
"NCL","ORY"
"BLL","ORY"
"EIN","ATH"
"EIN","CPH"
"BLL","CPH"
"SGN","DOH"
"CCU","DOH"
"GDL","PHX"
"GDL","MCO"
"EIN","AGP"
"LBA","AGP"
"NCL","AGP"
"BLL","AGP"
"NCL","DUS"
"BLL","OSL"
"EIN","AYT"
"LBA","AYT"
"NCL","AYT"
"BLL","AYT"
"EIN","WAW"
"BLL","WAW"
"GDL","SEA"
"EIN","LIS"
"SGN","DEL"
"CCU","DEL"
"EIN","EDI"
"BLL","EDI"
"GDL","CUN"
"NCL","CUN"
"EIN","BGY"
"NCL","BGY"
"BLL","BGY"
"BLL","CRL"
"EIN","ALC"
"LBA","ALC"
"NCL","ALC"
"BLL","ALC"
"EIN","NAP"
"GDL","SLC"
"LBA","NAP"
"EIN","MRS"
"SGN","SIN"
"SGN","HGH"
"CCU","SIN"
"GDL","MEX"
"SGN","ICN"
"EIN","BUD"
"LBA","PRG"
"LBA","BUD"
"NCL","PRG"
"BLL","PRG"
"BLL","BUD"
"LBA","GVA"
"BLL","HEL"
"EIN","BLQ"
"BLL","BLQ"
"EIN","LPA"
"LBA","LPA"
"NCL","LPA"
"BLL","LPA"
"SGN","BOM"
"CCU","BOM"
"EIN","NCE"
"LBA","NCE"
"EIN","KRK"
"LBA","KRK"
"NCL","KRK"
"SGN","XMN"
"BLL","KRK"
"EIN","MLA"
"NCL","MLA"
"BLL","MLA"
"GDL","CVG"
"SGN","NRT"
"SGN","BKK"
"CCU","BKK"
"SGN","CTU"
"EIN","OPO"
"GDL","PDX"
"BLL","OPO"
"EIN","VLC"
"EIN","TFS"
"GDL","SJC"
"LBA","TFS"
"NCL","TFS"
"LBA","HER"
"NCL","KEF"
"NCL","HER"
"BLL","KEF"
"LBA","CFU"
"NCL","CFU"
"BLL","CFU"
"SGN","HND"
"EIN","IBZ"
"LBA","IBZ"
"NCL","IBZ"
"BLL","IBZ"
"BLL","BRI"
"CCU","BLR"
"EIN","RHO"
"NCL","RHO"
"GDL","PTY"
"LBA","RIX"
"NCL","RIX"
"BLL","RIX"
"SGN","SYD"
"SGN","MNL"
"SGN","KUL"
"CCU","KUL"
"EIN","SKG"
"EIN","BEG"
"LBA","SKG"
"NCL","SKG"
"BLL","BEG"
"NCL","BRS"
"EIN","CTA"
"LBA","CTA"
"SGN","CGK"
"EIN","SVQ"
"EIN","ACE"
"LBA","ACE"
"NCL","ACE"
"BLL","SVQ"
"CCU","HYD"
"BLL","GOT"
"EIN","FAO"
"EIN","PSA"
"GDL","OAK"
"LBA","FAO"
"LBA","PSA"
"NCL","FAO"
"BLL","PSA"
"LBA","CHQ"
"LBA","BVA"
"NCL","CHQ"
"SGN","HKG"
"CCU","MAA"
"CCU","HKG"
"BLL","CHQ"
"EIN","SOF"
"LBA","ADB"
"NCL","ADB"
"LBA","MAH"
"LBA","LCA"
"NCL","MAH"
"NCL","LCA"
"SGN","CCU"
"GDL","SAT"
"LBA","FUE"
"NCL","FUE"
"EIN","GDN"
"LBA","GDN"
"NCL","GDN"
"BLL","GDN"
"LBA","JTR"
"NCL","JTR"
"SGN","MEL"
"CCU","SGN"
"EIN","WMI"
"EIN","RAK"
"EIN","WRO"
"LBA","WMI"
"LBA","WRO"
"LBA","VRN"
"NCL","WRO"
"BLL","WRO"
"SGN","DMK"
"CCU","DMK"
"BLL","TRN"
"EIN","ZAG"
"GDL","PVR"
"EIN","TIA"
"LBA","SPU"
"CCU","DWC"
"GDL","SJD"
"LBA","DBV"
"NCL","BGO"
"NCL","DBV"
"SGN","HAN"
"CCU","HAN"
"BLL","HAN"
"BLL","BGO"
"EIN","KGS"
"LBA","KGS"
"NCL","HRG"
"NCL","KGS"
"SGN","TPE"
"BLL","KGS"
"EIN","KTW"
"LBA","ZAD"
"LBA","FNC"
"NCL","ZAD"
"NCL","FNC"
"EIN","BIO"
"EIN","PFO"
"LBA","PFO"
"NCL","PFO"
"GDL","SMF"
"EIN","BDS"
"EIN","TSF"
"LBA","DLM"
"NCL","DLM"
"BLL","TSF"
"EIN","VNO"
"GDL","ONT"
"LBA","VNO"
"LBA","BJV"
"NCL","BJV"
"BLL","VNO"
"GDL","MTY"
"CCU","AMD"
"EIN","ZTH"
"GDL","TIJ"
"LBA","ZTH"
"NCL","ZTH"
"CCU","DAC"
"EIN","POZ"
"LBA","POZ"
"SGN","KIX"
"SGN","DPS"
"BLL","POZ"
"BLL","TLL"
"SGN","NGO"
"GDL","RNO"
"EIN","FEZ"
"EIN","GRO"
"LBA","GRO"
"NCL","GRO"
"SGN","FUK"
"CCU","KTM"
"CCU","PNQ"
"CCU","LKO"
"BLL","FMM"
"LBA","BOJ"
"NCL","BOJ"
"NCL","SVG"
"CCU","COK"
"BLL","TPS"
"LBA","BFS"
"NCL","BFS"
"LBA","JSI"
"NCL","JSI"
"SGN","HKT"
"CCU","HKT"
"EIN","BTS"
"LBA","BTS"
"CCU","JAI"
"EIN","SJJ"
"CCU","GAU"
"CCU","RGN"
"GDL","LRD"
"NCL","ABZ"
"CCU","GOI"
"SGN","PNH"
"GDL","FAT"
"NCL","SOU"
"SGN","PUS"
"LBA","LEI"
"SGN","PEN"
"CCU","ATQ"
"CCU","IXC"
"CCU","IDR"
"EIN","REU"
"LBA","REU"
"NCL","REU"
"SGN","JHB"
"SGN","DAD"
"CCU","VNS"
"GDL","MID"
"CCU","PAT"
"GDL","MZT"
"LBA","BHD"
"CCU","RPR"
"CCU","NAG"
"BLL","SBZ"
"CCU","BBI"
"CCU","VTZ"
"GDL","CUU"
"GDL","MFE"
"GDL","TLC"
"NCL","NQY"
"GDL","HMO"
"SGN","CXR"
"CCU","STV"
"GDL","NLU"
"SGN","PQC"
"CCU","IXR"
"CCU","DIB"
"CCU","DED"
"CCU","CGP"
"GDL","CUL"
"GDL","PBC"
"GDL","OAX"
"SGN","HPH"
"BLL","FAE"
"BLL","GZP"
"GDL","VER"
"GDL","CJS"
"LBA","LIG"
"NCL","EXT"
"SGN","DLI"
"CCU","JLR"
"GDL","LAP"
"GDL","MXL"
"GDL","ACA"
"SGN","VII"
"SGN","REP"
"CCU","IXB"
"CCU","IXA"
"CCU","GOP"
"CCU","SHL"
"CCU","GWL"
"GDL","VSA"
"GDL","TRC"
"CCU","JDH"
"CCU","IMF"
"GDL","TGZ"
"SGN","BMV"
"SGN","THD"
"CCU","IXZ"
"CCU","DMU"
"CCU","PBH"
"EIN","OHD"
"NCL","HUY"
"CCU","AJL"
"CCU","IXS"
"GDL","LMM"
"GDL","REX"
"GDL","CEN"
"GDL","CTM"
"LBA","CMF"
"SGN","HUI"
"CCU","JRG"
"GDL","TAP"
"GDL","PXM"
"SGN","VCS"
"SGN","UIH"
"SGN","PXU"
"SGN","VKG"
"SGN","VDH"
"SGN","VCL"
"SGN","TBB"
"SGN","KOS"
"SGN","DIN"
"SGN","PKZ"
"CCU","JRH"
"CCU","GAY"
"CCU","IXI"
"CCU","RUP"
"CCU","PYG"
"SGN","CAH"
"SGN","VDO"
"TUN","FRA"
"TUN","IST"
"DMM","IST"
"TUN","CDG"
"DMM","AMS"
"PWK","DEN"
"APA","DEN"
"TUN","DXB"
"DMM","DXB"
"APA","ATL"
"TUN","LHR"
"TUN","MAD"
"TUN","STN"
"TUN","VIE"
"TUN","MUC"
"TUN","BCN"
"PWK","IAD"
"PWK","LAS"
"APA","LAS"
"TUN","FCO"
"TUN","BRU"
"PWK","BOS"
"PWK","MDW"
"PWK","MSP"
"TUN","ORY"
"TUN","ATH"
"TUN","LGW"
"TUN","DOH"
"DMM","DOH"
"PWK","PHX"
"PWK","YUL"
"TUN","YUL"
"APA","FLL"
"TUN","DUS"
"TUN","ISL"
"DMM","ISL"
"TUN","MXP"
"TUN","AYT"
"DMM","DEL"
"PWK","HPN"
"APA","HPN"
"PWK","YVR"
"PWK","AUS"
"APA","AUS"
"TUN","CRL"
"TUN","CGN"
"PWK","SLC"
"APA","SLC"
"TUN","NAP"
"TUN","MRS"
"DMM","SAW"
"TUN","GVA"
"TUN","JED"
"DMM","JED"
"TUN","BLQ"
"TUN","VCE"
"DMM","BOM"
"DMM","AUH"
"PWK","NCE"
"APA","ANC"
"TUN","NCE"
"PWK","LGA"
"TUN","CAI"
"DMM","CAI"
"DMM","ADD"
"TUN","MLA"
"DMM","RUH"
"TUN","STR"
"TUN","LUX"
"APA","PDX"
"PWK","SAN"
"PWK","SJC"
"DMM","KWI"
"DMM","SHJ"
"TUN","CMN"
"TUN","LYS"
"DMM","MNL"
"PWK","ASE"
"PWK","SNA"
"APA","ASE"
"APA","SNA"
"TUN","BOD"
"DMM","HYD"
"PWK","OAK"
"APA","OAK"
"PWK","APA"
"TUN","AMM"
"DMM","MAA"
"DMM","AMM"
"PWK","BED"
"APA","BED"
"TUN","TLS"
"APA","BDL"
"TUN","ALG"
"TUN","NTE"
"DMM","MCT"
"PWK","MKE"
"PWK","VNY"
"APA","VNY"
"DMM","GYD"
"DMM","BAH"
"APA","ACK"
"APA","BFI"
"PWK","PVR"
"PWK","BZN"
"APA","PVR"
"DMM","DWC"
"PWK","SRQ"
"APA","SJD"
"DMM","BEY"
"PWK","SCF"
"APA","SCF"
"PWK","APF"
"PWK","EGE"
"PWK","MRY"
"TUN","DLM"
"DMM","SSH"
"PWK","ICT"
"PWK","OPF"
"PWK","APC"
"APA","APC"
"APA","FOK"
"APA","GRR"
"APA","MMU"
"DMM","CMB"
"APA","ACY"
"PWK","BOI"
"APA","AZA"
"DMM","DAC"
"PWK","BCT"
"DMM","TBS"
"PWK","RNO"
"DMM","KTM"
"DMM","ISB"
"APA","TVC"
"TUN","DSS"
"DMM","LKO"
"DMM","MED"
"DMM","KHI"
"DMM","TZX"
"TUN","DJE"
"TUN","SXB"
"TUN","ABJ"
"APA","MKC"
"DMM","COK"
"PWK","MSN"
"PWK","LGB"
"PWK","FRG"
"PWK","STS"
"PWK","SUS"
"APA","SUS"
"TUN","MPL"
"TUN","ORN"
"DMM","CCJ"
"DMM","HBE"
"DMM","LHE"
"APA","SBN"
"APA","BJC"
"DMM","TRV"
"PWK","RFD"
"PWK","SHV"
"APA","MAF"
"APA","SHV"
"DMM","CNN"
"DMM","KRT"
"APA","CGF"
"TUN","OUA"
"DMM","ELQ"
"APA","BLM"
"TUN","CKY"
"TUN","CZL"
"DMM","IXE"
"PWK","MFE"
"PWK","TLH"
"PWK","UGN"
"APA","FCM"
"APA","TLH"
"APA","PIA"
"APA","TRM"
"DMM","HMB"
"PWK","OSU"
"APA","USA"
"TUN","BKO"
"DMM","BUS"
"PWK","SCE"
"PWK","AGC"
"APA","DIJ"
"APA","PGA"
"TUN","NKC"
"DMM","SKT"
"APA","HCR"
"APA","ENW"
"TUN","MJI"
"TUN","NIM"
"DMM","TIF"
"APA","BFL"
"APA","HIO"
"APA","CCR"
"DMM","AHB"
"DMM","HAS"
"PWK","DLH"
"PWK","GPT"
"APA","BFF"
"TUN","BEN"
"DMM","YNB"
"DMM","TUU"
"PWK","YPS"
"APA","BQH"
"PWK","STP"
"APA","LBL"
"DMM","ULH"
"PWK","RHI"
"PWK","ARV"
"PWK","AVW"
"APA","DOV"
"APA","DDC"
"APA","PUB"
"APA","LYR"
"TUN","MRA"
"DMM","GIZ"
"DMM","NUM"
"PWK","ALN"
"APA","VEL"
"APA","LWT"
"APA","CNM"
"APA","CON"
"DMM","ABT"
"DMM","BHH"
"DMM","RAE"
"DMM","EAM"
"PWK","ZBM"
"TUN","TOE"
"ZAG","FRA"
"KGS","FRA"
"BAH","FRA"
"ZAG","IST"
"BAH","IST"
"SDF","ORD"
"SDF","DFW"
"ZAG","CDG"
"BAH","CDG"
"ZAG","AMS"
"KGS","AMS"
"SDF","DEN"
"SDF","DXB"
"ZAG","DXB"
"MEL","DXB"
"BAH","DXB"
"SDF","ATL"
"ZAG","LHR"
"KGS","LHR"
"BAH","LHR"
"SDF","MIA"
"SDF","LAX"
"MEL","LAX"
"SDF","CLT"
"ZAG","MAD"
"SDF","EWR"
"ZAG","YYZ"
"SDF","STN"
"ZAG","STN"
"KGS","STN"
"ZAG","VIE"
"KGS","VIE"
"ZAG","MUC"
"ZAG","DUB"
"KGS","MUC"
"ZAG","BCN"
"SDF","IAH"
"SDF","IAD"
"SDF","LAS"
"ZAG","ZRH"
"KGS","ZRH"
"ZAG","FCO"
"KGS","FCO"
"BAH","FCO"
"ZAG","BRU"
"KGS","BRU"
"ZAG","MAN"
"KGS","MAN"
"BAH","MAN"
"KGS","ARN"
"SDF","BOS"
"SDF","SFO"
"MEL","SFO"
"SHA","CAN"
"SDF","MDW"
"SDF","MSP"
"KGS","ORY"
"MEL","PVG"
"ZAG","ATH"
"KGS","ATH"
"KGS","LGW"
"BAH","ATH"
"ZAG","CPH"
"KGS","CPH"
"ZAG","DOH"
"MEL","DOH"
"SHA","XIY"
"SDF","MCO"
"SDF","PHX"
"SDF","PHL"
"SDF","FLL"
"ZAG","AGP"
"BAH","AGP"
"ZAG","DUS"
"ZAG","ISL"
"KGS","DUS"
"BAH","ISL"
"KGS","MXP"
"BAH","MXP"
"KGS","OSL"
"BAH","AYT"
"ZAG","WAW"
"KGS","WAW"
"SHA","PEK"
"ZAG","LIS"
"MEL","DEL"
"BAH","DEL"
"SHA","CKG"
"SDF","DTW"
"KGS","EDI"
"SHA","KMG"
"KGS","BER"
"SHA","SZX"
"SHA","PKX"
"ZAG","BGY"
"KGS","BGY"
"SDF","AUS"
"ZAG","CRL"
"SDF","BNA"
"ZAG","TLV"
"KGS","TLV"
"BAH","TLV"
"ZAG","CGN"
"KGS","CGN"
"SDF","DCA"
"ZAG","NAP"
"KGS","NAP"
"SDF","BWI"
"MEL","SIN"
"BAH","SIN"
"BAH","SAW"
"KGS","PRG"
"KGS","BUD"
"ZAG","HEL"
"KGS","GVA"
"BAH","JED"
"KGS","BLQ"
"SDF","HOU"
"KGS","VCE"
"MEL","AUH"
"BAH","AUH"
"BAH","BOM"
"SDF","NCE"
"SDF","LGA"
"SDF","TPA"
"MEL","XMN"
"BAH","CAI"
"BAH","ADD"
"BAH","DME"
"SHA","XMN"
"ZAG","MLA"
"KGS","HAM"
"BAH","RUH"
"SDF","PBI"
"ZAG","STR"
"KGS","STR"
"MEL","NRT"
"KGS","BHX"
"MEL","BKK"
"BAH","BKK"
"KGS","LUX"
"SHA","CTU"
"SHA","TAO"
"SHA","WUH"
"SHA","CSX"
"SHA","TSN"
"BAH","KWI"
"KGS","HER"
"SHA","KWE"
"ZAG","CFU"
"SHA","DLC"
"SHA","LHW"
"SHA","HAK"
"KGS","BRI"
"BAH","SHJ"
"BAH","BLR"
"SHA","SHE"
"KGS","RHO"
"BAH","CMN"
"SHA","CGO"
"MEL","SYD"
"MEL","KUL"
"MEL","MNL"
"BAH","MNL"
"SHA","HRB"
"ZAG","BEG"
"ZAG","SKG"
"KGS","SKG"
"KGS","BRS"
"SHA","NNG"
"MEL","FOC"
"SHA","FOC"
"ZAG","GOT"
"BAH","HYD"
"SDF","SFB"
"ZAG","EIN"
"KGS","EIN"
"SHA","TYN"
"SDF","CHS"
"SHA","URC"
"SHA","TNA"
"SDF","RSW"
"ZAG","BVA"
"MEL","HKG"
"BAH","MAA"
"BAH","AMM"
"SHA","KHN"
"KGS","GLA"
"ZAG","SOF"
"SHA","INC"
"SDF","PIE"
"BAH","LCA"
"BAH","MCT"
"SHA","SJW"
"SHA","HET"
"SHA","XNN"
"SHA","SYX"
"KGS","BLL"
"BAH","JTR"
"BAH","GYD"
"SDF","MSY"
"MEL","SGN"
"SHA","ZUH"
"KGS","VRN"
"MEL","HNL"
"BAH","DMM"
"SDF","ACK"
"SHA","JJN"
"SHA","CGQ"
"SDF","HHN"
"ZAG","HHN"
"ZAG","SPU"
"KGS","LBA"
"KGS","NCL"
"MEL","BNE"
"BAH","DWC"
"ZAG","DBV"
"MEL","HAN"
"MEL","TPE"
"ZAG","ZAD"
"MEL","AKL"
"SHA","SWA"
"KGS","LPL"
"SHA","YNT"
"ZAG","PFO"
"ZAG","BDS"
"BAH","JMK"
"KGS","TSF"
"SHA","LZO"
"KGS","HAJ"
"SDF","SAV"
"BAH","SSH"
"MEL","PER"
"BAH","MLE"
"SHA","KWL"
"MEL","CMB"
"BAH","CMB"
"SDF","AVL"
"KGS","RTM"
"BAH","DAC"
"SHA","LJG"
"KGS","POZ"
"MEL","DPS"
"SDF","VPS"
"BAH","ISB"
"SHA","MIG"
"SDF","TVC"
"SDF","PGD"
"ZAG","FMM"
"BAH","MED"
"BAH","KHI"
"BAH","TZX"
"SHA","YBP"
"KGS","SZG"
"SHA","XFN"
"BAH","COK"
"SHA","LYA"
"MEL","HKT"
"ZAG","BTS"
"ZAG","SKP"
"MEL","ADL"
"SHA","WMT"
"SHA","BAV"
"SHA","WEH"
"SHA","KOW"
"ZAG","SJJ"
"KGS","LEJ"
"SHA","HNY"
"ZAG","NRN"
"ZAG","TRF"
"ZAG","DTM"
"MEL","CNS"
"SHA","JGS"
"SDF","FWA"
"ZAG","FKB"
"BAH","CCJ"
"BAH","LHE"
"SDF","SBN"
"KGS","SMI"
"MEL","WLG"
"MEL","NAN"
"MEL","CHC"
"BAH","TRV"
"SDF","BOH"
"SDF","ISP"
"SHA","DOY"
"SHA","YYA"
"SHA","DLU"
"SHA","CGD"
"SDF","HSV"
"ZAG","TGD"
"MEL","DRW"
"SHA","YIC"
"MEL","OOL"
"BAH","ELQ"
"SDF","MLI"
"ZAG","MMX"
"MEL","BWN"
"SDF","OSU"
"BAH","MUX"
"SHA","JDZ"
"SDF","ROA"
"BAH","SKT"
"BAH","SLL"
"MEL","HBA"
"BAH","PEW"
"SHA","XAI"
"SDF","CRW"
"MEL","VLI"
"SHA","ZQZ"
"KGS","OSR"
"KGS","BRQ"
"MEL","CBR"
"BAH","LYP"
"SDF","BRO"
"MEL","ZQN"
"MEL","TSV"
"KGS","FDH"
"MEL","ASP"
"MEL","NTL"
"MEL","BME"
"SDF","DEC"
"SDF","TVF"
"MEL","PPP"
"MEL","MCY"
"SDF","BKW"
"MEL","MQL"
"MEL","LST"
"MEL","KNS"
"KGS","JKL"
"MEL","ABX"
"MEL","BWT"
"MEL","AYQ"
"MEL","HTI"
"MEL","BQB"
"MEL","MIM"
"MEL","MGB"
"MEL","BNK"
"MEL","CFS"
"SDF","LJN"
"ZAG","BWK"
"MEL","DPO"
"FUE","FRA"
"CGQ","FRA"
"ACK","ORD"
"HNL","ORD"
"MMU","ORD"
"HNL","DFW"
"FUE","AMS"
"HNL","DEN"
"AZA","DEN"
"HNL","ATL"
"ACK","MIA"
"ACK","JFK"
"HNL","JFK"
"MMU","JFK"
"HNL","LAX"
"MMU","LAX"
"ACK","CLT"
"FUE","MAD"
"ACK","EWR"
"ACK","YYZ"
"HNL","EWR"
"MMU","EWR"
"FUE","STN"
"FUE","VIE"
"FUE","MUC"
"FUE","DUB"
"FUE","BCN"
"HNL","IAH"
"ACK","IAD"
"HNL","IAD"
"MMU","IAD"
"HNL","LAS"
"AZA","LAS"
"FUE","ZRH"
"FUE","FCO"
"FUE","BRU"
"FUE","MAN"
"ACK","BOS"
"HNL","SFO"
"HNL","BOS"
"MMU","BOS"
"CGQ","CAN"
"DMK","CAN"
"ACK","PMI"
"MMU","MDW"
"HNL","MSP"
"AZA","MSP"
"FUE","ORY"
"CGQ","PVG"
"FUE","LGW"
"CGQ","XIY"
"HNL","PHX"
"HNL","MCO"
"ACK","PHL"
"MMU","FLL"
"FUE","AGP"
"FUE","DUS"
"FUE","MXP"
"HNL","SEA"
"CGQ","PEK"
"FUE","LIS"
"ACK","HPN"
"MMU","HPN"
"CGQ","CKG"
"DMK","CKG"
"ACK","TEB"
"MMU","TEB"
"FUE","EDI"
"FUE","BER"
"CGQ","SZX"
"CGQ","PKX"
"FUE","BGY"
"HNL","YVR"
"HNL","AUS"
"AZA","YVR"
"FUE","LTN"
"FUE","ALC"
"FUE","CGN"
"ACK","DCA"
"HNL","SLC"
"FUE","NAP"
"FUE","MRS"
"CGQ","HGH"
"DMK","SIN"
"HNL","ICN"
"CGQ","ICN"
"FUE","PRG"
"FUE","BLQ"
"ACK","HOU"
"HNL","YYC"
"MMU","HOU"
"AZA","HOU"
"AZA","YYC"
"FUE","LPA"
"FUE","VCE"
"DMK","BOM"
"HNL","ANC"
"ACK","LGA"
"CGQ","XMN"
"FUE","HAM"
"HNL","NRT"
"MMU","PBI"
"AZA","CVG"
"FUE","STR"
"FUE","BHX"
"FUE","LUX"
"CGQ","CTU"
"HNL","PDX"
"CGQ","NKG"
"HNL","SAN"
"AZA","SAN"
"CGQ","TAO"
"FUE","VLC"
"CGQ","WUH"
"CGQ","CSX"
"CGQ","TSN"
"ACK","SJC"
"HNL","SJC"
"HNL","HND"
"CGQ","HAK"
"CGQ","LHW"
"DMK","BLR"
"CGQ","CGO"
"HNL","SYD"
"HNL","MNL"
"DMK","KUL"
"DMK","MNL"
"ACK","ASE"
"HNL","SNA"
"MMU","SNA"
"AZA","SNA"
"FUE","BRS"
"MMU","CTA"
"DMK","CGK"
"FUE","SVQ"
"FUE","ACE"
"FUE","BOD"
"ACK","OAK"
"HNL","OAK"
"FUE","PSA"
"FUE","EIN"
"CGQ","TYN"
"ACK","CHS"
"MMU","RDU"
"CGQ","TNA"
"CGQ","URC"
"ACK","APA"
"ACK","PIT"
"ACK","RSW"
"HNL","HKG"
"MMU","APA"
"CGQ","NGB"
"CGQ","KHN"
"CGQ","WNZ"
"DMK","MAA"
"DMK","HKG"
"FUE","GLA"
"ACK","BED"
"MMU","BED"
"MMU","SJU"
"MMU","BDL"
"AZA","YEG"
"CGQ","INC"
"CGQ","SJW"
"CGQ","HET"
"DMK","CCU"
"MMU","SAT"
"CGQ","SYX"
"HNL","MEL"
"CGQ","SHA"
"FUE","EMA"
"CGQ","ZUH"
"DMK","SGN"
"ACK","PWK"
"MMU","PWK"
"FUE","VRN"
"ACK","SCL"
"ACK","BFI"
"MMU","ACK"
"ACK","MEM"
"AZA","BZN"
"FUE","SNN"
"MMU","CLE"
"FUE","NCL"
"FUE","LBA"
"CGQ","HFE"
"AZA","OMA"
"DMK","HAN"
"DMK","TPE"
"ACK","CIA"
"HNL","AKL"
"MMU","CIA"
"FUE","FNC"
"FUE","BIO"
"CGQ","YNT"
"ACK","APF"
"AZA","JAX"
"HNL","SMF"
"AZA","YWG"
"ACK","BUR"
"MMU","PDK"
"MMU","PLS"
"HNL","ONT"
"FUE","HAJ"
"ACK","PVD"
"AZA","CNF"
"AZA","ICT"
"DMK","MLE"
"ACK","MMU"
"ACK","FOK"
"AZA","GRR"
"ACK","ACY"
"ACK","AVL"
"MMU","AVL"
"FUE","SCQ"
"AZA","BOI"
"AZA","DSM"
"FUE","RTM"
"HNL","KIX"
