"year","stage","lat1","long1","lat2","long2"
1990,1,38.89806,-77.02083,39.7683331,-86.1583502
1990,1,38.2575,-85.75389,40.7596198,-111.886797
1990,1,38.046,-78.507,37.5385087,-77.43428
1990,1,37.580701,-77.538987,33.7489924,-84.3902644
1990,1,37.32,-89.5271,30.2711286,-97.7436995
1990,1,36.62267,-88.32031,35.9603948,-83.9210261
1990,1,36.299,-82.374,35.9603948,-83.9210261
1990,1,36.12583,-97.065,30.2711286,-97.7436995
1990,1,36.105,-115.14417,40.7596198,-111.886797
1990,1,36.061518,-94.178188,30.2711286,-97.7436995
1990,1,35.9976,-78.9422,33.7489924,-84.3902644
1990,1,35.89972,-79.04389,30.2711286,-97.7436995
1990,1,34.72778,-92.33972,40.7596198,-111.886797
1990,1,34.68028,-82.84639,41.7670941544664,-72.6601737056397
1990,1,34.416389,-119.846389,35.9603948,-83.9210261
1990,1,34.070211,-118.446775,33.7489924,-84.3902644
1990,1,34.070211,-118.446775,41.7670941544664,-72.6601737056397
1990,1,33.9675,-118.41556,33.7690164,-118.191604
1990,1,33.9428,-83.378,39.7683331,-86.1583502
1990,1,33.78083,-84.39278,35.9603948,-83.9210261
1990,1,33.5812611,-101.8866361,39.7683331,-86.1583502
1990,1,33.5021639,-86.8092444,33.7489924,-84.3902644
1990,1,33.202939,-87.539706,33.7690164,-118.191604
1990,1,32.527,-92.074,39.7683331,-86.1583502
1990,1,32.284,-106.7422,33.7690164,-118.191604
1990,1,32.23,-110.95,33.7690164,-118.191604
1990,1,31.777608,-106.505718,37.5385087,-77.43428
1990,1,31.33083,-89.33778,41.7670941544664,-72.6601737056397
1990,1,30.4142,-91.1845,35.9603948,-83.9210261
1990,1,29.72472,-95.34694,35.9603948,-83.9210261
1990,1,29.72278,-95.36528,39.7683331,-86.1583502
1990,1,28.0592361,-82.4064722,33.7690164,-118.191604
1990,2,41.7670941544664,-72.6601737056397,40.833989,-74.0970865
1990,2,40.7596198,-111.886797,37.8044557,-122.271356
1990,2,39.7683331,-86.1583502,32.7762719,-96.7968559
1990,2,37.5385087,-77.43428,29.9759983,-90.0782127
1990,2,35.9603948,-83.9210261,29.9759983,-90.0782127
1990,2,33.7690164,-118.191604,37.8044557,-122.271356
1990,2,33.7489924,-84.3902644,40.833989,-74.0970865
1990,2,30.2711286,-97.7436995,32.7762719,-96.7968559
1990,3,40.833989,-74.0970865,39.7392364,-104.984862
