"county","state","lat","long","population"
"Jackson","North Carolina",35.2876,-83.1408,43435
"Branch","Michigan",41.9161,-85.059,43428
"Ravalli","Montana",46.0817,-114.1207,43424
"Stephens","Oklahoma",34.4856,-97.8515,43401
"Sweetwater","Wyoming",41.6595,-108.8795,43352
"DeKalb","Indiana",41.3976,-84.9991,43193
"Sullivan","New Hampshire",43.3614,-72.2222,43173
"Fayette","West Virginia",38.0288,-81.0812,43087
"Highland","Ohio",39.1847,-83.601,43080
"Coffee","Georgia",31.5493,-82.8492,43070
"St. John the Baptist","Louisiana",30.1264,-90.4709,43055
"Kandiyohi","Minnesota",45.1524,-95.0047,42909
"Caldwell","Texas",29.8368,-97.6199,42817
"Delaware","Oklahoma",36.4082,-94.8026,42741
"Muscatine","Iowa",41.4839,-91.1127,42703
"Cerro Gordo","Iowa",43.0816,-93.2608,42672
"Windham","Vermont",42.9906,-72.7137,42628
"Chambers","Texas",29.7384,-94.6101,42571
"Butler","Missouri",36.7164,-90.4066,42570
"Davie","North Carolina",35.9291,-80.5445,42543
"Dubois","Indiana",38.3643,-86.8798,42534
"Douglas","Washington",47.7361,-119.6918,42520
"Pettis","Missouri",38.7283,-93.2851,42421
"Pierce","Wisconsin",44.7194,-92.4224,42336
"Montrose","Colorado",38.4022,-108.2694,42280
"Polk","Georgia",34.0018,-85.1881,42251
"Erath","Texas",32.2363,-98.218,42226
"Fulton","Ohio",41.6018,-84.1301,42186
"Okanogan","Washington",48.5488,-119.7408,42080
"Clinton","Ohio",39.4149,-83.8084,42000
"Franklin","Tennessee",35.155,-86.0922,41999
"Ohio","West Virginia",40.0969,-80.6189,41875
"Sequoyah","Oklahoma",35.4953,-94.7552,41687
"Summit","Utah",40.8682,-110.9557,41680
"Baxter","Arkansas",36.2872,-92.3369,41673
"Wharton","Texas",29.2779,-96.2221,41672
"Okeechobee","Florida",27.3864,-80.8886,41611
"Crawford","Ohio",40.8508,-82.9198,41603
"Hendry","Florida",26.5535,-81.1659,41472
"Mississippi","Arkansas",35.7624,-90.0521,41396
"Upshur","Texas",32.7363,-94.9415,41386
"Tazewell","Virginia",37.125,-81.5606,41201
"Sanilac","Michigan",43.4236,-82.8203,41179
"Mayes","Oklahoma",36.3019,-95.2307,41098
"Manassas","Virginia",38.7479,-77.4838,41038
"Mercer","Ohio",40.5399,-84.6294,41034
"McKean","Pennsylvania",41.8076,-78.569,41021
"Preble","Ohio",39.7415,-84.648,40995
"Levy","Florida",29.3184,-82.7436,40979
"Warren","Tennessee",35.6787,-85.7785,40971
"Shawano","Wisconsin",44.7891,-88.7654,40813
"Jim Wells","Texas",27.7314,-98.0899,40796
"Tioga","Pennsylvania",41.7722,-77.2543,40759
"Gratiot","Michigan",43.2927,-84.6049,40692
"Danville","Virginia",36.5831,-79.4088,40668
"Orleans","New York",43.2521,-78.2312,40624
"Fayette","Tennessee",35.1971,-89.4144,40612
"Susquehanna","Pennsylvania",41.8214,-75.8007,40604
"Tift","Georgia",31.4574,-83.5266,40590
"Ottawa","Ohio",41.5379,-83.1434,40557
"Cheatham","Tennessee",36.2612,-87.0868,40539
"Benton","Minnesota",45.6991,-93.9988,40476
"Nez Perce","Idaho",46.3268,-116.7503,40468
"Avoyelles","Louisiana",31.0763,-92.0014,40465
"Snyder","Pennsylvania",40.7698,-77.0702,40452
"Tallapoosa","Alabama",32.8624,-85.7975,40450
"Cooke","Texas",33.6393,-97.2126,40428
"Marinette","Wisconsin",45.3833,-88.0337,40312
"Harrison","Indiana",38.1951,-86.1114,40164
"Howell","Missouri",36.774,-91.8865,40130
"Latah","Idaho",46.8162,-116.7117,40052
"Wyoming","New York",42.7024,-78.2244,40027
"Isanti","Minnesota",45.5615,-93.2951,40004
"Wayne","West Virginia",38.146,-82.427,39952
"Mower","Minnesota",43.6715,-92.7525,39931
"McClain","Oklahoma",35.0093,-97.4443,39921
"Warren","Virginia",38.9087,-78.2085,39888
"Campbell","Tennessee",36.4035,-84.1494,39818
"Knox","Maine",44.141,-69.1686,39809
"Marshall","Iowa",42.0358,-92.9988,39804
"Murray","Georgia",34.7884,-84.7481,39789
"Pasquotank","North Carolina",36.2955,-76.284,39775
"Madison","Idaho",43.7841,-111.6592,39725
"Waldo","Maine",44.5028,-69.1454,39723
"Fremont","Wyoming",43.0405,-108.6304,39711
"Clatsop","Oregon",45.9949,-123.6557,39656
"Person","North Carolina",36.39,-78.9718,39561
"LaGrange","Indiana",41.6426,-85.4265,39537
"Warren","Pennsylvania",41.8145,-79.2741,39466
"Pike","Mississippi",31.1749,-90.4042,39365
"Des Moines","Iowa",40.9232,-91.1815,39227
"Oconee","Georgia",33.8349,-83.4371,39194
"Webster","Missouri",37.2809,-92.8759,39127
"Union","Arkansas",33.1713,-92.5972,39089
"Amador","California",38.4464,-120.6511,39023
"Guernsey","Ohio",40.052,-81.4942,38996
"Calloway","Kentucky",36.621,-88.2722,38991
"Brown","South Dakota",45.5898,-98.3516,38988
"Rio Arriba","New Mexico",36.5096,-106.6931,38962
"Crawford","Kansas",37.5073,-94.8518,38874
"Champaign","Ohio",40.1377,-83.7695,38861
"Webster","Louisiana",32.7135,-93.335,38813
"Franklin","Illinois",37.9923,-88.9242,38688
"Albany","Wyoming",41.6544,-105.7239,38664
"Clarion","Pennsylvania",41.1924,-79.421,38633
"Okmulgee","Oklahoma",35.6466,-95.9643,38553
"Clinton","Pennsylvania",41.234,-77.6381,38549
"Scott","Missouri",37.053,-89.5686,38538
"Natchitoches","Louisiana",31.7234,-93.0962,38505
"Woodford","Illinois",40.7882,-89.2111,38503
"Pontotoc","Oklahoma",34.7281,-96.6844,38385
"Newberry","South Carolina",34.2898,-81.6001,38329
"Bryan","Georgia",32.0145,-81.4436,38321
"Graham","Arizona",32.9325,-109.8874,38304
"Montgomery","Indiana",40.0404,-86.8933,38295
"Prince George","Virginia",37.1865,-77.2242,38292
"Lawrence","Missouri",37.1064,-93.8329,38241
"Dallas","Alabama",32.326,-87.1065,38184
"Wise","Virginia",36.9752,-82.6212,38032
"Defiance","Ohio",41.3239,-84.4905,38024
"Oconto","Wisconsin",45.0263,-88.2697,37870
"Douglas","Minnesota",45.9338,-95.4535,37820
"Brown","Texas",31.7743,-98.9998,37805
"Jefferson","Illinois",38.3005,-88.924,37774
"Cass","Indiana",40.7615,-86.346,37727
"Colleton","South Carolina",32.8636,-80.6669,37624
"Yadkin","North Carolina",36.1605,-80.6652,37589
"Independence","Arkansas",35.7416,-91.5697,37585
"Clinton","Illinois",38.6065,-89.4225,37549
"Boone","Arkansas",36.3086,-93.0915,37525
"Marion","Illinois",38.6496,-88.919,37524
"Putnam","Indiana",39.6663,-86.845,37419
"Chippewa","Michigan",46.3053,-84.578,37418
"Beauregard","Louisiana",30.6486,-93.3432,37387
"DeSoto","Florida",27.1863,-81.8095,37371
"Gloucester","Virginia",37.416,-76.5434,37362
"Essex","New York",44.1172,-73.7726,37281
"Alexander","North Carolina",35.921,-81.177,37271
"Dyer","Tennessee",36.0592,-89.4137,37201
"Graves","Kentucky",36.7231,-88.6512,37125
"Isle of Wight","Virginia",36.8912,-76.7259,37107
"Covington","Alabama",31.2485,-86.4513,37096
"Talbot","Maryland",38.7709,-76.0968,37087
"Alcorn","Mississippi",34.8808,-88.5803,37058
"Jasper","Iowa",41.686,-93.0537,37032
"Addison","Vermont",44.0308,-73.1409,36947
"Knox","Indiana",38.6891,-87.418,36833
"Matagorda","Texas",28.8212,-96.011,36791
"Green","Wisconsin",42.68,-89.6022,36790
"Escambia","Alabama",31.1262,-87.1615,36775
"Williams","Ohio",41.5603,-84.5882,36760
"Steele","Minnesota",44.0223,-93.226,36710
"Hopkins","Texas",33.1496,-95.564,36708
"Dare","North Carolina",35.7805,-75.7982,36698
"Louisa","Virginia",37.9786,-77.963,36654
"Dodge","Nebraska",41.5779,-96.654,36565
"Coshocton","Ohio",40.3017,-81.92,36558
"Orange","Virginia",38.2462,-78.0137,36501
"Greene","Pennsylvania",39.8538,-80.2229,36484
"Finney","Kansas",38.0443,-100.737,36451
"Huntington","Indiana",40.8292,-85.4881,36351
"Webster","Iowa",42.4279,-94.1818,36348
"Whitley","Kentucky",36.7581,-84.1452,36252
"Howard","Texas",32.3062,-101.4355,36213
"Clark","Kentucky",37.9708,-84.1474,36152
"Hill","Texas",31.9907,-97.1324,36109
"Perry","Ohio",39.7371,-82.2361,36076
"Williams","North Dakota",48.3437,-103.4802,36044
"Floyd","Kentucky",37.5571,-82.7457,35931
"Houghton","Michigan",46.8978,-88.6875,35890
"Scotts Bluff","Nebraska",41.8505,-103.708,35884
"Delta","Michigan",45.9192,-86.9241,35874
"Cocke","Tennessee",35.9254,-83.1212,35797
"McLeod","Minnesota",44.8236,-94.2724,35788
"Livingston","Illinois",40.8916,-88.5577,35757
"Ware","Georgia",31.0537,-82.4237,35745
"Uintah","Utah",40.1248,-109.5186,35736
"Sagadahoc","Maine",43.9598,-69.8546,35720
"Carlton","Minnesota",46.5924,-92.677,35709
"Miami","Indiana",40.7695,-86.045,35684
"Laclede","Missouri",37.6583,-92.5903,35680
"Bennington","Vermont",43.0354,-73.093,35649
"Barry","Missouri",36.7099,-93.8291,35615
"Jasper","Texas",30.744,-94.0251,35562
"Monroe","Mississippi",33.8923,-88.4805,35559
"Adams","Indiana",40.7456,-84.9366,35544
"Marshall","Mississippi",34.7623,-89.5031,35502
"Oneida","Wisconsin",45.7056,-89.5218,35480
"Greenup","Kentucky",38.5457,-82.9223,35359
"Washington","Texas",30.2145,-96.4034,35275
"Macon","North Carolina",35.1505,-83.4222,35172
"Morrow","Ohio",40.5241,-82.7941,35148
"Brookings","South Dakota",44.3697,-96.7904,35115
"Wapello","Iowa",41.0306,-92.4095,35102
"Cowley","Kansas",37.2377,-96.8375,35090
"Warren","Missouri",38.7646,-91.1607,35090
"Fannin","Texas",33.5938,-96.1068,35046
"Lincoln","Nebraska",41.0478,-100.7452,35042
"Madison","Nebraska",41.9167,-97.6008,35023
"Lincoln","Oklahoma",35.703,-96.8809,34936
"Scotland","North Carolina",34.8409,-79.4804,34921
"Sioux","Iowa",43.0826,-96.1779,34900
"Silver Bow","Montana",45.9024,-112.6567,34895
"Greenbrier","West Virginia",37.947,-80.453,34893
"Harris","Georgia",32.736,-84.9089,34676
"Clark","Wisconsin",44.7347,-90.6121,34668
"Fulton","Illinois",40.4728,-90.2075,34654
"Steuben","Indiana",41.6439,-85.0008,34591
"Monroe","Illinois",38.2785,-90.1773,34444
"Harvey","Kansas",38.0432,-97.4272,34434
"Lincoln","Maine",44.0664,-69.5435,34415
"Halifax","Virginia",36.7669,-78.9366,34295
"Seneca","New York",42.781,-76.8238,34295
"Becker","Minnesota",46.9346,-95.674,34227
"Lee","Illinois",41.7461,-89.3003,34204
"Lincoln","Mississippi",31.5324,-90.454,34197
"Nicollet","Minnesota",44.3499,-94.2474,34176
"Lincoln","Tennessee",35.1405,-86.589,34158
"Effingham","Illinois",39.0598,-88.5899,34151
"Pulaski","Virginia",37.0636,-80.7144,34113
"Panola","Mississippi",34.3639,-89.9506,34079
"Transylvania","North Carolina",35.2021,-82.7982,34039
"Morgan","Illinois",39.7156,-90.2015,34012
"Lee","Iowa",40.642,-91.4793,33946
"Whitley","Indiana",41.1394,-85.5051,33899
"Clarendon","South Carolina",33.6658,-80.2164,33865
"Putnam","Ohio",41.0221,-84.1317,33836
"Miami","Kansas",38.5635,-94.8381,33740
"Ford","Kansas",37.6917,-99.888,33718
"Gibson","Indiana",38.3119,-87.5846,33711
"Marshall","Tennessee",35.4689,-86.765,33708
"Hot Spring","Arkansas",34.3177,-92.9461,33667
"Preston","West Virginia",39.4693,-79.6682,33610
"Evangeline","Louisiana",30.7289,-92.4059,33491
"Hale","Texas",34.0705,-101.8269,33463
"Botetourt","Virginia",37.5571,-79.8123,33440
"Jasper","Indiana",41.023,-87.1161,33433
"Wexford","Michigan",44.3384,-85.5784,33433
"Chambers","Alabama",32.9143,-85.392,33427
"Weakley","Tennessee",36.2983,-88.7178,33377
"Geary","Kansas",39.0024,-96.7525,33309
"Daviess","Indiana",38.7024,-87.0721,33277
"Pike","Alabama",31.8027,-85.9409,33274
"Caroline","Maryland",38.8717,-75.8316,33260
"Platte","Nebraska",41.5713,-97.5211,33250
"Lyon","Kansas",38.4562,-96.1526,33237
"Bladen","North Carolina",34.6146,-78.5637,33209
"Marion","Iowa",41.3344,-93.0994,33193
"Emmet","Michigan",45.5201,-84.8904,33175
"Morrison","Minnesota",46.0126,-94.2684,33119
"Wasatch","Utah",40.3308,-111.1682,33053
"Lumpkin","Georgia",34.5722,-84.0027,33009
"Lawrence","Alabama",34.5216,-87.311,32969
"Rhea","Tennessee",35.6087,-84.9244,32964
"McCurtain","Oklahoma",34.1154,-94.7713,32913
"Bureau","Illinois",41.4041,-89.5286,32878
"Wakulla","Florida",30.1673,-84.4007,32855
"Taos","New Mexico",36.5783,-105.631,32759
"Titus","Texas",33.2166,-94.9657,32709
"Christian","Illinois",39.5458,-89.2772,32705
"Lafayette","Missouri",39.0655,-93.7854,32697
"Iberville","Louisiana",30.2586,-91.3495,32626
"Bee","Texas",28.4174,-97.7412,32609
"Logan","West Virginia",37.8315,-81.9353,32593
"Accomack","Virginia",37.7643,-75.6332,32560
"Jackson","Ohio",39.0197,-82.6184,32440
"Chester","South Carolina",34.6921,-81.1595,32260
"Henry","Tennessee",36.3318,-88.3013,32251
"Clinton","Indiana",40.3017,-86.4752,32186
"Greene","Indiana",39.0363,-86.962,32174
"Jefferson","Indiana",38.7858,-85.4386,32167
"Montgomery","Kansas",37.1925,-95.7429,32114
"Juneau","Alaska",58.4546,-134.1739,32099
"Polk","Missouri",37.6165,-93.4005,32031
"Pickens","Georgia",34.4643,-84.4656,32002
"Pontotoc","Mississippi",34.2254,-89.0374,31996
"Dorchester","Maryland",38.4829,-76.0125,31994
"Randolph","Illinois",38.0521,-89.8252,31973
"Stone","Missouri",36.7469,-93.456,31875
"Claiborne","Tennessee",36.4859,-83.6604,31827
"Jefferson","Washington",47.7487,-123.596,31825
"Amherst","Virginia",37.6048,-79.1451,31782
"Franklin","Alabama",34.4417,-87.8438,31587
"Adams","Nebraska",40.5245,-98.5012,31541
"Coos","New Hampshire",44.6896,-71.3056,31486
"Jefferson Davis","Louisiana",30.2677,-92.8141,31425
"Hardin","Ohio",40.6615,-83.6595,31393
"Polk","Minnesota",47.7739,-96.4018,31384
"Washington","Maine",45.0307,-67.6287,31378
"Knox","Kentucky",36.8907,-83.854,31288
"Ottawa","Oklahoma",36.8355,-94.8104,31283
"Bolivar","Mississippi",33.7971,-90.8806,31253
"Marshall","Kentucky",36.8834,-88.3294,31225
"Wabash","Indiana",40.8457,-85.794,31198
"Schoharie","New York",42.5882,-74.4421,31189
"Stark","North Dakota",46.8107,-102.6551,31164
"Morton","North Dakota",46.7161,-101.2811,31118
"Huron","Michigan",43.8333,-83.019,31105
"Adams","Mississippi",31.4829,-91.3535,31103
"Gilmer","Georgia",34.6912,-84.4556,30986
"Marion","South Carolina",34.0801,-79.3625,30954
"Marshall","West Virginia",39.8606,-80.6634,30900
"Muhlenberg","Kentucky",37.2158,-87.142,30815
"Williamsburg","South Carolina",33.6199,-79.7277,30810
"Petersburg","Virginia",37.2043,-77.3913,30791
"Vernon","Wisconsin",43.5939,-90.8344,30759
"Delta","Colorado",38.8614,-107.8629,30758
"Summit","Colorado",39.6342,-106.1164,30735
"Mecklenburg","Virginia",36.6804,-78.3627,30726
"Kleberg","Texas",27.4337,-97.7273,30725
"Clare","Michigan",43.9879,-84.8478,30655
"Malheur","Oregon",43.1934,-117.6231,30632
"Lassen","California",40.6736,-120.5943,30600
"Caroline","Virginia",38.0267,-77.3471,30581
"Smyth","Virginia",36.8437,-81.537,30539
"Dillon","South Carolina",34.3915,-79.3789,30473
"Freeborn","Minnesota",43.6738,-93.3488,30465
"Sanpete","Utah",39.3739,-111.5763,30421
"Sheridan","Wyoming",44.79,-106.8793,30397
"Lake","Montana",47.6459,-114.0894,30383
"Obion","Tennessee",36.3582,-89.1488,30343
"McDonough","Illinois",40.4562,-90.6779,30107
"Boyle","Kentucky",37.6244,-84.8668,30090
"Elk","Pennsylvania",41.4251,-78.6491,30077
"Caledonia","Vermont",44.4647,-72.1021,30027
"Cass","Texas",33.0775,-94.3436,30002
"Gallia","Ohio",38.8247,-82.3169,29995
"White","Georgia",34.6464,-83.7471,29962
"Wayne","Georgia",31.5515,-81.9168,29959
"Franklin","Maine",44.9741,-70.4441,29933
"Carroll","Virginia",36.7316,-80.7339,29911
"Austin","Texas",29.887,-96.2779,29892
"Marion","Alabama",34.1366,-87.8871,29818
"Lee","Georgia",31.7795,-84.1411,29735
"Sumter","Georgia",32.0399,-84.197,29714
"Dunklin","Missouri",36.2721,-90.0909,29657
"Madison","Georgia",34.1278,-83.209,29624
"Haralson","Georgia",33.7942,-85.211,29608
"Jasper","South Carolina",32.4374,-81.0317,29558
"Trempealeau","Wisconsin",44.304,-91.3585,29525
"Cass","Minnesota",46.9496,-94.3254,29462
"Giles","Tennessee",35.2022,-87.0348,29403
"Park","Wyoming",44.5205,-109.5879,29273
"Stoddard","Missouri",36.8556,-89.9443,29255
"Pine","Minnesota",46.1208,-92.7413,29254
"Powhatan","Virginia",37.5502,-77.9152,29253
"Neshoba","Mississippi",32.7535,-89.1176,29250
"Jefferson","Idaho",43.8201,-112.3113,29238
"Caddo","Oklahoma",35.1744,-98.3752,29179
"Garrett","Maryland",39.5289,-79.2729,29155
"Hancock","West Virginia",40.5219,-80.5739,29118
"Mason","Michigan",43.9952,-86.25,29062
"Fredericksburg","Virginia",38.2992,-77.4872,29059
"Custer","Oklahoma",35.6388,-99.0015,28929
"Orange","Vermont",44.0056,-72.3769,28873
"Logan","Illinois",40.1245,-89.3675,28818
"Jackson","West Virginia",38.8345,-81.6748,28793
"Palo Pinto","Texas",32.7532,-98.313,28792
"Leflore","Mississippi",33.5505,-90.3011,28764
"Randolph","West Virginia",38.7747,-79.8758,28763
"Ellis","Kansas",38.9147,-99.3173,28747
"Wythe","Virginia",36.9171,-81.0787,28725
"Dinwiddie","Virginia",37.0759,-77.6323,28686
"Baker","Florida",30.3311,-82.2846,28679
"Marion","Tennessee",35.1293,-85.622,28639
"Jones","Georgia",33.0251,-83.5605,28622
"Morgan","Colorado",40.2628,-103.8098,28617
"Fayette","Ohio",39.5599,-83.4561,28609
"Montgomery","Illinois",39.231,-89.4789,28598
"Union","Mississippi",34.4905,-89.0039,28578
"San Jacinto","Texas",30.5795,-95.1669,28574
"Marion","Missouri",39.8059,-91.6224,28572
"McPherson","Kansas",38.3917,-97.648,28557
"Yazoo","Mississippi",32.7803,-90.3964,28511
"Ripley","Indiana",39.1035,-85.2624,28457
"Grimes","Texas",30.5435,-95.9855,28447
"Alpena","Michigan",45.0348,-83.6277,28431
"Le Sueur","Minnesota",44.3714,-93.7301,28425
"Tate","Mississippi",34.6503,-89.9448,28419
"Cherokee","North Carolina",35.1339,-84.0635,28413
"Meade","Kentucky",37.9698,-86.2171,28379
"Copiah","Mississippi",31.8692,-90.4488,28339
"Hocking","Ohio",39.497,-82.4792,28306
"Scott","Mississippi",32.4064,-89.5376,28288
"Van Wert","Ohio",40.8554,-84.5861,28213
"Meade","South Dakota",44.5668,-102.7169,28149
"Codington","South Dakota",44.9779,-97.1886,28133
"Carroll","Arkansas",36.341,-93.5382,28062
"Glenn","California",39.5983,-122.3921,28060
"Montgomery","Kentucky",38.0335,-83.9131,28042
"Wells","Indiana",40.7292,-85.2212,28010
"Henderson","Tennessee",35.6543,-88.388,27956
"Washington","Indiana",38.6,-86.1053,27942
"Pike","Ohio",39.0773,-83.0668,27914
"Winchester","Virginia",39.1735,-78.1746,27912
"Carroll","Tennessee",35.9732,-88.4502,27841
"Garvin","Oklahoma",34.7046,-97.3093,27789
"Bradford","Florida",29.95,-82.1688,27723
"Del Norte","California",41.7431,-123.8972,27692
"Lincoln","Wisconsin",45.3375,-89.7346,27687
"Adams","Ohio",38.8455,-83.4721,27685
"Jennings","Indiana",38.9969,-85.6281,27639
"Door","Wisconsin",44.9473,-87.3135,27621
"San Miguel","New Mexico",35.4806,-104.816,27546
"Peach","Georgia",32.5688,-83.8269,27502
"Monroe","Georgia",33.0139,-83.9186,27455
"Iroquois","Illinois",40.7472,-87.8243,27437
"De Soto","Louisiana",32.0554,-93.7372,27395
"Grant","New Mexico",32.7389,-108.3824,27391
"Union","South Carolina",34.6895,-81.6191,27325
"Montgomery","North Carolina",35.3325,-79.9055,27223
"Currituck","North Carolina",36.4031,-76.0059,27210
"Carroll","Ohio",40.5796,-81.0897,27195
"White","Tennessee",35.9264,-85.4552,27087
"Wyoming","Pennsylvania",41.5183,-76.0166,27078
"Henry","Ohio",41.3339,-84.0682,27068
"Logan","Kentucky",36.8597,-86.8789,27049
"Mineral","West Virginia",39.4147,-78.9438,27047
"Elmore","Idaho",43.3539,-115.4693,27043
"Hardee","Florida",27.4927,-81.81,27027
"Edgefield","South Carolina",33.7722,-81.9664,27021
"Ashe","North Carolina",36.4341,-81.5003,27009
"Carter","Kentucky",38.3182,-83.0495,26976
"Toombs","Georgia",32.1217,-82.3313,26947
"Russell","Virginia",36.9339,-82.0954,26937
"Uvalde","Texas",29.3573,-99.7622,26899
"Fluvanna","Virginia",37.8419,-78.2772,26873
"Orleans","Vermont",44.829,-72.2434,26843
"Simpson","Mississippi",31.9132,-89.9195,26818
"Tillamook","Oregon",45.4637,-123.7127,26782
"Cibola","New Mexico",34.9125,-107.9997,26763
"Mason","West Virginia",38.7697,-82.0266,26700
"King George","Virginia",38.2733,-77.1572,26679
"Gillespie","Texas",30.3181,-98.9465,26668
"Juneau","Wisconsin",43.9246,-90.1138,26603
"Decatur","Georgia",30.8783,-84.579,26595
"Decatur","Indiana",39.307,-85.5011,26587
"Oceana","Michigan",43.6409,-86.2676,26545
"Union","Oregon",45.3102,-118.0088,26502
"Woodford","Kentucky",38.0424,-84.7436,26486
"Johnson","Arkansas",35.5697,-93.4601,26475
"Lewis","New York",43.7847,-75.4488,26456
"Bell","Kentucky",36.7306,-83.6741,26426
"West Baton Rouge","Louisiana",30.4636,-91.3127,26395
"Geneva","Alabama",31.095,-85.8391,26383
"Boone","Iowa",42.0365,-93.9316,26381
"Marlboro","South Carolina",34.602,-79.6786,26376
"Upson","Georgia",32.8813,-84.2994,26329
"Grayson","Kentucky",37.4608,-86.3439,26313
"Harlan","Kentucky",36.8569,-83.218,26307
"Wasco","Oregon",45.16,-121.1678,26274
"Perry","Kentucky",37.2443,-83.2215,26266
"Montezuma","Colorado",37.3386,-108.5966,26266
"Clay","Indiana",39.3928,-87.1158,26231
"Elbert","Colorado",39.2865,-104.1359,26230
"Barton","Kansas",38.479,-98.7565,26209
"Charlevoix","Michigan",45.3014,-85.1259,26197
"Cherokee","Alabama",34.1759,-85.6038,26035
"Cass","Nebraska",40.9097,-96.1409,26022
"Hart","Georgia",34.3509,-82.9642,25981
"Mille Lacs","Minnesota",45.938,-93.6301,25963
"Stephens","Georgia",34.5541,-83.2932,25934
"McNairy","Tennessee",35.1755,-88.5636,25814
"Lawrence","South Dakota",44.3586,-103.7923,25806
"Fannin","Georgia",34.8641,-84.3198,25797
"Sunflower","Mississippi",33.6023,-90.5886,25759
"Somerset","Maryland",38.1158,-75.7518,25699
"Lyon","Minnesota",44.4135,-95.839,25696
"Lauderdale","Tennessee",35.7605,-89.6305,25689
"Hardin","Tennessee",35.1987,-88.1845,25665
"Franklin","Kansas",38.5645,-95.286,25643
"Taylor","Kentucky",37.3664,-85.3278,25572
"Allen","Louisiana",30.653,-92.828,25572
"Benton","Iowa",42.0802,-92.0657,25558
"Texas","Missouri",37.3173,-91.965,25518
"Posey","Indiana",38.0218,-87.8684,25480
"St. Francis","Arkansas",35.022,-90.7478,25477
"Adair","Missouri",40.1906,-92.6007,25468
"Cheboygan","Michigan",45.4463,-84.4999,25435
"Tattnall","Georgia",32.0458,-82.0582,25392
"Lamoille","Vermont",44.607,-72.6418,25376
"Dickinson","Michigan",46.0092,-87.8703,25373
"Miller","Missouri",38.2145,-92.4284,25369
"Audrain","Missouri",39.2157,-91.8416,25336
"Routt","Colorado",40.4851,-106.9912,25317
"Gladwin","Michigan",43.9907,-84.3883,25312
"Salem","Virginia",37.2864,-80.0555,25290
"Dawson","Georgia",34.4443,-84.1706,25277
"Shelby","Texas",31.7924,-94.145,25263
"Hardeman","Tennessee",35.2068,-88.9931,25247
"Fayette","Texas",29.8768,-96.9198,25247
"Iosco","Michigan",44.3559,-83.6359,25213
"Morehouse","Louisiana",32.8202,-91.8018,25189
"Prentiss","Mississippi",34.6183,-88.5201,25155
"Plymouth","Iowa",42.7378,-96.2141,25141
"Grant","Kentucky",38.6488,-84.6246,25107
"Washington","Florida",30.6106,-85.6653,25094
"Brown","Minnesota",44.2421,-94.7276,25076
"Cleburne","Arkansas",35.5382,-92.0267,25063
"Bremer","Iowa",42.7746,-92.318,25032
"Barbour","Alabama",31.8696,-85.3932,25026
"Hickman","Tennessee",35.8033,-87.4733,25017
"Teller","Colorado",38.8824,-105.1618,24981
"Yates","New York",42.6335,-77.1055,24981
"Nicholas","West Virginia",38.2917,-80.7994,24857
"Chattooga","Georgia",34.475,-85.3453,24826
"Washington","Missouri",37.9617,-90.8774,24819
"Jackson","Oklahoma",34.588,-99.4148,24808
"Milam","Texas",30.7863,-96.9768,24797
"Marion","Mississippi",31.2308,-89.8224,24785
"Randolph","Missouri",39.4402,-92.4971,24769
"Randolph","Indiana",40.1576,-85.0114,24694
"Grady","Georgia",30.8747,-84.2344,24693
"Staunton","Virginia",38.1593,-79.0611,24660
"Juniata","Pennsylvania",40.5311,-77.4022,24657
"Seminole","Oklahoma",35.1675,-96.6155,24624
"Otsego","Michigan",45.0214,-84.599,24613
"Churchill","Nevada",39.5808,-118.3358,24606
"Todd","Minnesota",46.0706,-94.8976,24603
"Abbeville","South Carolina",34.2226,-82.4593,24582
"Manistee","Michigan",44.333,-86.0568,24539
"Rowan","Kentucky",38.1963,-83.4211,24534
"Lincoln","Kentucky",37.4554,-84.6608,24493
"Butts","Georgia",33.2879,-83.9572,24463
"Upshur","West Virginia",38.8978,-80.2334,24451
"Anson","North Carolina",34.9738,-80.1027,24430
"Waushara","Wisconsin",44.1131,-89.2429,24256
"Aransas","Texas",28.1249,-96.9934,24220
"Macon","Tennessee",36.532,-86.0073,24208
"Pottawatomie","Kansas",39.379,-96.3424,24203
"White","Indiana",40.7498,-86.8655,24163
"George","Mississippi",30.8626,-88.644,24098
"Ohio","Kentucky",37.4782,-86.8489,24081
"Jerome","Idaho",42.6899,-114.264,24074
"Jefferson","Oregon",44.6294,-121.1761,24048
"Luna","New Mexico",32.1822,-107.7498,24022
"Union","Georgia",34.8341,-83.9907,23999
"Crawford","Missouri",37.9764,-91.3039,23984
"Sabine","Louisiana",31.564,-93.5547,23915
"Clarke","Alabama",31.6767,-87.8308,23866
"Roscommon","Michigan",44.3356,-84.6116,23863
"Page","Virginia",38.6194,-78.4844,23862
"Cassia","Idaho",42.2839,-113.6001,23847
"Mingo","West Virginia",37.7265,-82.1347,23808
"Scott","Indiana",38.6851,-85.7475,23785
"Hertford","North Carolina",36.3591,-76.982,23752
"Poinsett","Arkansas",35.574,-90.663,23747
"Saline","Illinois",37.7531,-88.5407,23735
"Crook","Oregon",44.1422,-120.3566,23733
"Lee","Virginia",36.7054,-83.1286,23723
"Winston","Alabama",34.1492,-87.3737,23712
"Payette","Idaho",44.0067,-116.7608,23705
"Dawson","Nebraska",40.8699,-99.8196,23638
"Iowa","Wisconsin",43.0005,-90.1354,23632
"Columbia","Arkansas",33.2143,-93.2273,23620
