"county","state","lat","long","population"
"Clay","Illinois",38.7542,-88.4902,13217
"Madison","Virginia",38.4137,-78.2792,13208
"Ford","Illinois",40.5972,-88.2233,13155
"Moffat","Colorado",40.6184,-108.2073,13150
"Fremont","Idaho",44.2288,-111.4819,13111
"Macon","Georgia",32.3584,-84.0425,13107
"Buffalo","Wisconsin",44.3798,-91.7545,13087
"Wayne","Missouri",37.1126,-90.4614,13058
"Vinton","Ohio",39.251,-82.4853,13045
"Charlton","Georgia",30.7817,-82.1377,13032
"Webster","Kentucky",37.5184,-87.6831,13021
"Lamb","Texas",34.0686,-102.3517,13018
"Cass","Iowa",41.3315,-94.9278,12990
"Greene","Illinois",39.3562,-90.3905,12988
"Amelia","Virginia",37.336,-77.9761,12970
"Millard","Utah",39.0733,-113.1006,12963
"Camp","Texas",32.9732,-94.9785,12938
"Bleckley","Georgia",32.4344,-83.3279,12870
"Dawson","Texas",32.7425,-101.9477,12849
"Breathitt","Kentucky",37.5216,-83.3241,12802
"Butler","Kentucky",37.2073,-86.6817,12756
"Choctaw","Alabama",32.0197,-88.2632,12755
"Lake","South Dakota",44.022,-97.1294,12747
"Wilbarger","Texas",34.0808,-99.241,12717
"Summers","West Virginia",37.6559,-80.8586,12710
"Shoshone","Idaho",47.353,-115.8924,12700
"Haskell","Oklahoma",35.2248,-95.1166,12688
"Presque Isle","Michigan",45.3401,-83.918,12687
"Caldwell","Kentucky",37.1453,-87.8679,12679
"Pamlico","North Carolina",35.1435,-76.7407,12673
"Martinsville","Virginia",36.6826,-79.8636,12646
"Wright","Iowa",42.7331,-93.7351,12644
"Sumter","Alabama",32.5911,-88.1988,12595
"Lawrence","Mississippi",31.5502,-90.107,12595
"Stone","Arkansas",35.8599,-92.1568,12582
"Trinity","California",40.6507,-123.1126,12541
"Allen","Kansas",37.8857,-95.3014,12503
"Pulaski","Indiana",41.0418,-86.6988,12482
"Appanoose","Iowa",40.7432,-92.8686,12462
"Bath","Kentucky",38.145,-83.7427,12421
"Terry","Texas",33.1738,-102.3352,12408
"Johnson","Illinois",37.4597,-88.881,12391
"Pike","Indiana",38.3988,-87.2322,12364
"Morris","Texas",33.1135,-94.7327,12357
"Koochiching","Minnesota",48.2453,-93.7834,12355
"Magoffin","Kentucky",37.7065,-83.0649,12346
"Little River","Arkansas",33.7009,-94.2352,12345
"Amite","Mississippi",31.1744,-90.8044,12341
"Todd","Kentucky",36.8356,-87.1792,12334
"Cass","Illinois",39.9735,-90.2474,12324
"Union","Iowa",41.0277,-94.2424,12303
"Fulton","Arkansas",36.3816,-91.8182,12301
"Lunenburg","Virginia",36.9462,-78.2406,12294
"Powell","Kentucky",37.8311,-83.8237,12283
"Yalobusha","Mississippi",34.0282,-89.7076,12276
"Crawford","Georgia",32.7145,-83.9863,12267
"Grundy","Iowa",42.4019,-92.7914,12262
"Menard","Illinois",40.0274,-89.8022,12261
"Meigs","Tennessee",35.5129,-84.8133,12237
"Conecuh","Alabama",31.4293,-86.9937,12219
"Edmonson","Kentucky",37.2088,-86.2386,12195
"Bollinger","Missouri",37.3222,-90.0259,12181
"Madison","Missouri",37.4781,-90.345,12176
"Live Oak","Texas",28.3514,-98.1248,12175
"Boundary","Idaho",48.7669,-116.4629,12156
"Northumberland","Virginia",37.8874,-76.4195,12151
"Lewis","Tennessee",35.5273,-87.4931,12131
"Poquoson","Virginia",37.1318,-76.3568,12121
"Red River","Texas",33.6207,-95.0503,12115
"Colfax","New Mexico",36.6061,-104.6468,12106
"Jefferson","Montana",46.1485,-112.0938,12069
"Washington","Kentucky",37.7534,-85.1748,12044
"Prowers","Colorado",37.9552,-102.3934,12035
"Linn","Missouri",39.8702,-93.1072,12004
"Rains","Texas",32.8704,-95.7934,12001
"Okfuskee","Oklahoma",35.4654,-96.3228,11987
"Perry","Mississippi",31.172,-88.9923,11981
"Chickasaw","Iowa",43.06,-92.3177,11970
"Charlotte","Virginia",37.0116,-78.6616,11953
"Morgan","Utah",41.0893,-111.5732,11950
"Zavala","Texas",28.8662,-99.7605,11930
"Blackford","Indiana",40.4736,-85.3248,11926
"Franklin","Florida",29.8764,-84.814,11914
"Skamania","Washington",46.023,-121.9148,11906
"Chippewa","Minnesota",45.0223,-95.5667,11876
"DeKalb","Missouri",39.8932,-94.4047,11872
"Marion","Kansas",38.3589,-97.0969,11865
"Northampton","Virginia",37.343,-75.877,11826
"Towns","Georgia",34.9167,-83.7373,11815
"Big Horn","Wyoming",44.5267,-107.9952,11809
"Lake","Michigan",43.9901,-85.8016,11805
"Sanders","Montana",47.6748,-115.1333,11804
"Lyon","Iowa",43.3805,-96.2102,11800
"Washington","North Carolina",35.8226,-76.5775,11788
"Heard","Georgia",33.297,-85.1283,11785
"Teton","Idaho",43.7594,-111.2076,11776
"Jackson","Tennessee",36.3592,-85.6731,11767
"Ward","Texas",31.5095,-103.1025,11745
"Blanco","Texas",30.2664,-98.3999,11733
"Barton","Missouri",37.5023,-94.3471,11732
"Owyhee","Idaho",42.5814,-116.1699,11724
"Decatur","Tennessee",35.603,-88.1088,11663
"Juab","Utah",39.7027,-112.7848,11623
"Grant","West Virginia",39.1051,-79.1956,11565
"Custer","Montana",46.2527,-105.5717,11563
"Marshall","Illinois",41.0332,-89.3448,11562
"Shelby","Iowa",41.6851,-95.3102,11544
"Desha","Arkansas",33.8309,-91.2551,11538
"Ramsey","North Dakota",48.2689,-98.7201,11521
"Gates","North Carolina",36.4449,-76.7005,11519
"Morrow","Oregon",45.419,-119.5844,11425
"Martin","Kentucky",37.8016,-82.5132,11421
"Montgomery","Missouri",38.9415,-91.4702,11414
"Greensville","Virginia",36.6759,-77.5596,11403
"Wabash","Illinois",38.4461,-87.8443,11390
"Rio Grande","Colorado",37.5825,-106.3832,11300
"Cherokee","Iowa",42.7356,-95.6238,11281
"Cottonwood","Minnesota",44.0071,-95.1812,11279
"Noble","Oklahoma",36.3886,-97.2305,11263
"Nantucket","Massachusetts",41.2831,-70.0692,11212
"Sussex","Virginia",36.9218,-77.2618,11202
"Duval","Texas",27.6814,-98.5089,11194
"Pulaski","Georgia",32.2323,-83.476,11185
"Jefferson Davis","Mississippi",31.5697,-89.823,11182
"Fergus","Montana",47.2636,-109.2245,11167
"Clay","North Carolina",35.0572,-83.7502,11150
"Bacon","Georgia",31.5537,-82.4527,11140
"Madison","Louisiana",32.3644,-91.2427,11137
"Louisa","Iowa",41.2185,-91.2596,11125
"Pope","Minnesota",45.586,-95.4445,11107
"Iron","Michigan",46.2087,-88.5306,11099
"Richland","Montana",47.7879,-104.5614,11097
"Roosevelt","Montana",48.2945,-105.0164,11091
"Valley","Idaho",44.7666,-115.5663,11085
"Alleghany","North Carolina",36.4916,-81.127,11085
"Washita","Oklahoma",35.2904,-98.9922,11066
"Pushmataha","Oklahoma",34.4162,-95.3759,11055
"Johnston","Oklahoma",34.3165,-96.6606,11028
"Green","Kentucky",37.2641,-85.5531,11000
"Sierra","New Mexico",33.1305,-107.1924,10988
"Essex","Virginia",37.9435,-76.9516,10960
"West Carroll","Louisiana",32.7885,-91.4568,10934
"Trousdale","Tennessee",36.3921,-86.1568,10910
"Watonwan","Minnesota",43.9784,-94.6141,10903
"Owen","Kentucky",38.5197,-84.8281,10847
"Box Butte","Nebraska",42.2198,-103.0857,10845
"Candler","Georgia",32.4034,-82.0737,10834
"Bradley","Arkansas",33.4664,-92.1624,10805
"Custer","Nebraska",41.3943,-99.7262,10788
"Cumberland","Illinois",39.2733,-88.2402,10787
"Mackinac","Michigan",46.0805,-85.0867,10781
"Franklin","Texas",33.1755,-95.2184,10767
"Lincoln","Washington",47.5762,-118.4187,10732
"Switzerland","Indiana",38.8262,-85.0369,10727
"Red Willow","Nebraska",40.1758,-100.4769,10725
"Pike","Arkansas",34.1635,-93.6564,10714
"Hancock","Iowa",43.0819,-93.7343,10709
"Guthrie","Iowa",41.6838,-94.5011,10702
"Coosa","Alabama",32.9362,-86.2477,10696
"Carroll","Kentucky",38.6678,-85.1236,10691
"Carbon","Montana",45.2274,-109.0279,10689
"Lancaster","Virginia",37.7345,-76.4632,10686
"Colfax","Nebraska",41.574,-97.0865,10681
"Evans","Georgia",32.1568,-81.8869,10671
"Camden","North Carolina",36.3877,-76.2064,10654
"Middlesex","Virginia",37.6303,-76.5697,10642
"Walsh","North Dakota",48.3695,-97.7213,10642
"Monroe","Kentucky",36.7122,-85.7165,10616
"Barnes","North Dakota",46.9361,-98.0715,10592
"Mitchell","Iowa",43.3564,-92.789,10588
"Crawford","Indiana",38.2924,-86.4517,10582
"Lake","Minnesota",47.641,-91.4458,10571
"Noxubee","Mississippi",33.1101,-88.5697,10566
"Oregon","Missouri",36.6867,-91.4034,10561
"Wilcox","Alabama",31.9893,-87.3082,10552
"Lanier","Georgia",31.0379,-83.0627,10534
"Winnebago","Iowa",43.3776,-93.7342,10474
"Sabine","Texas",31.3432,-93.8518,10470
"Chattahoochee","Georgia",32.347,-84.787,10470
"Clay","Texas",33.7855,-98.2085,10444
"Chicot","Arkansas",33.267,-91.2937,10433
"Alcona","Michigan",44.6854,-83.5937,10396
"Mountrail","North Dakota",48.2013,-102.3557,10348
"Perry","Arkansas",34.9476,-92.9312,10342
"Roberts","South Dakota",45.6296,-96.9461,10310
"Todd","South Dakota",43.1934,-100.7185,10308
"Butte","South Dakota",44.9058,-103.508,10295
"Runnels","Texas",31.8311,-99.9762,10280
"Scott","Arkansas",34.8607,-94.0633,10269
"Ralls","Missouri",39.5277,-91.522,10258
"Nowata","Oklahoma",36.7985,-95.6174,10243
"Latimer","Oklahoma",34.876,-95.2504,10239
"Dimmit","Texas",28.4226,-99.7567,10232
"St. Helena","Louisiana",30.8219,-90.7103,10227
"Early","Georgia",31.3228,-84.9037,10218
"Clinton","Kentucky",36.7275,-85.1361,10175
"Bullock","Alabama",32.1005,-85.7157,10173
"Martin","Indiana",38.708,-86.8031,10169
"Keokuk","Iowa",41.3365,-92.1786,10163
"Iron","Missouri",37.5552,-90.7735,10150
"Washington","Idaho",44.4524,-116.7847,10128
"Love","Oklahoma",33.9499,-97.2441,10128
"Holt","Nebraska",42.4557,-98.7838,10123
"Nemaha","Kansas",39.7834,-96.0141,10109
"Emery","Utah",38.9967,-110.7007,10099
"Franklin","Iowa",42.7325,-93.2625,10091
"Leslie","Kentucky",37.0941,-83.3811,10081
"Metcalfe","Kentucky",36.9905,-85.6292,10062
"Howard","Missouri",39.1425,-92.6963,10022
"Montgomery","Iowa",41.0301,-95.1564,10016
"Yuma","Colorado",40.0029,-102.4243,10013
"Nome","Alaska",64.9111,-164.0273,10009
"Marion","Texas",32.798,-94.3571,9987
"Carroll","Mississippi",33.4485,-89.9202,9972
"Caldwell","Louisiana",32.0924,-92.1166,9959
"Montgomery","Mississippi",33.4941,-89.6164,9956
"Lowndes","Alabama",32.1547,-86.6501,9936
"Ochiltree","Texas",36.2784,-100.8157,9907
"Lewis","Missouri",40.0969,-91.7221,9898
"Grundy","Missouri",40.1139,-93.5653,9885
"Jackson","Minnesota",43.6742,-95.1541,9873
"Cumberland","Virginia",37.5121,-78.2449,9869
"Sublette","Wyoming",42.7669,-109.9147,9865
"Kemper","Mississippi",32.7546,-88.6412,9829
"Tunica","Mississippi",34.6507,-90.375,9807
"Wilkes","Georgia",33.7819,-82.7432,9797
"Yellow Medicine","Minnesota",44.7163,-95.8684,9775
"Stevens","Minnesota",45.5861,-96.0003,9770
"Ritchie","West Virginia",39.1783,-81.063,9747
"Webster","Mississippi",33.6131,-89.2848,9727
"Johnson","Georgia",32.7015,-82.6601,9717
"Marshall","Kansas",39.7836,-96.5229,9713
"Sac","Iowa",42.3863,-95.1054,9711
"Grand","Utah",38.982,-109.5699,9698
"Linn","Kansas",38.2123,-94.843,9687
"Calhoun","Iowa",42.3852,-94.6404,9656
"Parmer","Texas",34.53,-102.7845,9639
"Catahoula","Louisiana",31.6662,-91.847,9586
"Brown","Kansas",39.8265,-95.5642,9575
"White Pine","Nevada",39.4422,-114.9017,9570
"Stillwater","Montana",45.669,-109.3952,9562
"Jasper","Illinois",39.01,-88.1538,9547
"Clear Creek","Colorado",39.6891,-105.6444,9533
"Rice","Kansas",38.3472,-98.201,9532
"McLean","North Dakota",47.6069,-101.3218,9531
"Blaine","Oklahoma",35.8752,-98.4334,9521
"Humboldt","Iowa",42.7764,-94.2072,9518
"McCormick","South Carolina",33.8995,-82.31,9495
"Greenlee","Arizona",33.2152,-109.2402,9465
"St. Clair","Missouri",38.0372,-93.776,9455
"Beaverhead","Montana",45.1327,-112.8988,9454
"Jones","North Carolina",35.0217,-77.3552,9453
"Hickory","Missouri",37.9408,-93.3207,9452
"Cheyenne","Nebraska",41.2197,-102.995,9428
"Wayne","Nebraska",42.2093,-97.1193,9388
"Rock","Minnesota",43.6747,-96.2532,9386
"Clarke","Iowa",41.029,-93.7852,9383
"Irwin","Georgia",31.6023,-83.2764,9379
"North Slope","Alaska",69.3122,-153.4811,9375
"Stephens","Texas",32.7359,-98.8362,9358
"Marshall","Minnesota",48.3581,-96.3685,9353
"Swift","Minnesota",45.2827,-95.6815,9329
"Pratt","Kansas",37.6477,-98.7396,9324
"Charles Mix","South Dakota",43.2079,-98.5879,9324
"Emmet","Iowa",43.378,-94.6785,9322
"Montmorency","Michigan",45.0276,-84.1272,9270
"Brewster","Texas",29.8119,-103.2517,9231
"Benewah","Idaho",47.2175,-116.6587,9231
"Hamilton","Nebraska",40.873,-98.0229,9219
"McLean","Kentucky",37.5292,-87.2636,9202
"Howard","Iowa",43.3568,-92.3172,9201
"Livingston","Kentucky",37.2096,-88.3537,9172
"Pipestone","Minnesota",44.023,-96.2587,9163
"Deer Lodge","Montana",46.0608,-113.0678,9153
"Ozark","Missouri",36.6493,-92.4447,9138
"Perry","Alabama",32.6384,-87.2944,9104
"Alger","Michigan",46.4086,-86.604,9098
"Montgomery","Georgia",32.1734,-82.5348,9069
"Rosebud","Montana",46.2297,-106.7307,9065
"Caldwell","Missouri",39.6557,-93.9827,9052
"Phelps","Nebraska",40.5111,-99.4146,9050
"Claiborne","Mississippi",31.9737,-90.9118,9042
"Forest","Wisconsin",45.6673,-88.7704,9003
"Davis","Iowa",40.7477,-92.4097,8977
"Montgomery","Arkansas",34.5389,-93.6595,8964
"Lee","Arkansas",34.7805,-90.7808,8963
"Somervell","Texas",32.2222,-97.7744,8958
"Richmond","Virginia",37.9434,-76.7269,8951
"Wilkinson","Georgia",32.8024,-83.1712,8945
"Palo Alto","Iowa",43.0821,-94.6781,8941
"Crittenden","Kentucky",37.3527,-88.0972,8940
"Greene","Iowa",42.0363,-94.3968,8923
"Woods","Oklahoma",36.7669,-98.8651,8914
"Jack","Texas",33.2335,-98.1725,8888
"Cuming","Nebraska",41.9164,-96.7874,8882
"Clearwater","Minnesota",47.5776,-95.379,8872
"Modoc","California",41.5898,-120.725,8853
"Cloud","Kansas",39.4803,-97.6493,8831
"Custer","South Dakota",43.6776,-103.4515,8826
"Dawson","Montana",47.2664,-104.8995,8824
"Kiowa","Oklahoma",34.9164,-98.9809,8816
"Maries","Missouri",38.1616,-91.9249,8791
"Allendale","South Carolina",32.9881,-81.3582,8789
"Jenkins","Georgia",32.7925,-81.9635,8787
"Mathews","Virginia",37.4354,-76.3437,8760
"Gallatin","Kentucky",38.7569,-84.8593,8760
"Archer","Texas",33.6153,-98.6877,8754
"Hancock","Kentucky",37.8415,-86.7779,8748
"Tyler","West Virginia",39.4653,-80.8848,8736
"Clearwater","Idaho",46.6737,-115.6567,8735
"Wilkinson","Mississippi",31.1611,-91.3109,8727
"Carroll","Missouri",39.427,-93.5052,8723
"Wilcox","Georgia",31.9729,-83.4323,8701
"Benton","Indiana",40.6063,-87.3109,8695
"Dawes","Nebraska",42.7198,-103.1354,8685
"Monona","Iowa",42.0517,-95.9599,8675
"Terrell","Georgia",31.777,-84.437,8654
"Monroe","Missouri",39.4955,-92.0007,8630
"Yoakum","Texas",33.173,-102.8278,8612
"Wilson","Kansas",37.5592,-95.7434,8600
"Clay","West Virginia",38.4625,-81.0751,8599
"Lafayette","Florida",29.9855,-83.1811,8576
"Platte","Wyoming",42.1332,-104.9659,8572
"Sitka","Alaska",57.2401,-135.3152,8569
"Lucas","Iowa",41.0294,-93.3277,8556
"Madison","Montana",45.3007,-111.9203,8530
"Trimble","Kentucky",38.613,-85.3375,8528
"Johnson","Wyoming",44.0388,-106.5847,8518
"Graham","North Carolina",35.3502,-83.8335,8501
"Hancock","Georgia",33.2704,-83.0007,8500
"Doddridge","West Virginia",39.2692,-80.707,8499
"Cedar","Nebraska",42.5993,-97.2524,8483
"Red River","Louisiana",32.0931,-93.3398,8462
"Marion","Georgia",32.3535,-84.5246,8450
"Hamilton","Texas",31.7048,-98.1107,8434
"Harrison","Missouri",40.3547,-93.9921,8427
"Knox","Nebraska",42.6368,-97.8919,8400
"Pocahontas","West Virginia",38.3318,-80.0078,8382
"Mercer","North Dakota",47.3092,-101.8315,8359
"Baraga","Michigan",46.6626,-88.3652,8337
"Liberty","Florida",30.2414,-84.8829,8333
"Turner","South Dakota",43.3109,-97.1487,8325
"Atkinson","Georgia",31.2971,-82.8801,8311
"Bracken","Kentucky",38.6888,-84.0902,8308
"Kusilvak","Alaska",62.155,-163.3826,8298
"Daviess","Missouri",39.9608,-93.9855,8294
"Webster","West Virginia",38.4947,-80.4219,8289
"Oscoda","Michigan",44.6818,-84.1298,8282
"Coleman","Texas",31.7732,-99.4536,8281
"Benton","Mississippi",34.8173,-89.1885,8275
"Quay","New Mexico",35.1043,-103.5498,8265
"San Augustine","Texas",31.3942,-94.1682,8260
"Mitchell","Texas",32.3062,-100.9212,8256
"Nevada","Arkansas",33.664,-93.3072,8249
"Murray","Minnesota",44.0221,-95.7633,8247
"Lyon","Kentucky",37.0191,-88.0833,8226
"Greene","Alabama",32.8531,-87.9522,8221
"Warren","Indiana",40.3469,-87.3533,8219
"Seminole","Georgia",30.9388,-84.8688,8218
"Coffey","Kansas",38.2369,-95.7341,8218
"Shannon","Missouri",37.1574,-91.4005,8207
"Choctaw","Mississippi",33.3473,-89.2484,8206
"Houston","Tennessee",36.286,-87.717,8201
"Humphreys","Mississippi",33.1287,-90.5266,8198
"Twiggs","Georgia",32.6672,-83.4271,8195
"Hamilton","Illinois",38.0815,-88.5391,8151
"Prairie","Arkansas",34.8298,-91.5528,8138
"Conejos","Colorado",37.2007,-106.1916,8130
"Taylor","Georgia",32.5555,-84.2505,8126
"San Miguel","Colorado",38.0037,-108.4057,8110
"Cleveland","Arkansas",33.8984,-92.1851,8063
"Keith","Nebraska",41.1988,-101.6614,8048
"Schoolcraft","Michigan",46.1966,-86.1995,8031
"Clay","Kansas",39.3497,-97.1652,8030
"Perry","Tennessee",35.6426,-87.8589,8020
"Franklin","Virginia",36.6831,-76.9386,8015
"Traill","North Dakota",47.4542,-97.1616,7999
"Butler","Nebraska",41.2261,-97.1318,7997
"Gilmer","West Virginia",38.9241,-80.8571,7970
"McCulloch","Texas",31.1989,-99.3475,7970
"Washakie","Wyoming",43.905,-107.6829,7933
"Lincoln","Georgia",33.7936,-82.4512,7929
"Lemhi","Idaho",44.9433,-113.9332,7929
"Turner","Georgia",31.7164,-83.6241,7920
"Ballard","Kentucky",37.0585,-88.9994,7914
"Richardson","Nebraska",40.125,-95.7176,7913
"Decatur","Iowa",40.7377,-93.7863,7908
"Searcy","Arkansas",35.9109,-92.6995,7898
"Wheeler","Georgia",32.117,-82.7246,7897
"Lake","Oregon",42.7935,-120.3874,7896
"Anderson","Kansas",38.2142,-95.2933,7877
"Lake","Colorado",39.2025,-106.3448,7845
"Merrick","Nebraska",41.169,-98.038,7826
"Winkler","Texas",31.85,-103.0482,7822
"Monroe","Iowa",41.0298,-92.869,7761
"Newton","Arkansas",35.92,-93.2178,7753
"Thomas","Kansas",39.3509,-101.0555,7748
"Franklin","Mississippi",31.4772,-90.8979,7716
"Northwest Arctic","Alaska",67.053,-159.721,7709
"Kane","Utah",37.2851,-111.8877,7658
"Major","Oklahoma",36.3116,-98.536,7654
"Ferry","Washington",48.4703,-118.5166,7643
"Clay","Tennessee",36.5511,-85.5439,7640
"Power","Idaho",42.6937,-112.8407,7635
"Boise","Idaho",43.9891,-115.7303,7625
"Doniphan","Kansas",39.7881,-95.1468,7616
"Goliad","Texas",28.6571,-97.4265,7578
"Dade","Missouri",37.432,-93.8503,7571
"Castro","Texas",34.5299,-102.2617,7561
"La Salle","Texas",28.3451,-99.0997,7551
"Crook","Wyoming",44.5886,-104.5699,7502
"Elliott","Kentucky",38.1179,-83.0976,7461
"Pleasants","West Virginia",39.3709,-81.1606,7457
"Chariton","Missouri",39.5151,-92.9626,7449
"Valley","Montana",48.3653,-106.6674,7424
"Worth","Iowa",43.3774,-93.2608,7422
"Swisher","Texas",34.5304,-101.735,7403
"Rappahannock","Virginia",38.6848,-78.1592,7360
"Tillman","Oklahoma",34.3728,-98.9242,7347
"Grant","Kansas",37.5623,-101.308,7324
"Harney","Oregon",43.0641,-118.9679,7310
"Hutchinson","South Dakota",43.3349,-97.7544,7308
"Lake","Tennessee",36.3352,-89.4935,7273
"Dallam","Texas",36.2779,-102.6023,7272
"Pepin","Wisconsin",44.5829,-92.0015,7261
"Kit Carson","Colorado",39.3055,-102.6029,7246
"Childress","Texas",34.5292,-100.2076,7219
"Thurston","Nebraska",42.1582,-96.544,7218
"Lexington","Virginia",37.7825,-79.4441,7205
"Forest","Pennsylvania",41.513,-79.2361,7190
"Nicholas","Kentucky",38.3356,-84.0153,7189
"Wolfe","Kentucky",37.7393,-83.4932,7188
"Calhoun","West Virginia",38.8445,-81.1176,7185
"Grant","Oregon",44.4915,-119.0073,7174
"Kingman","Kansas",37.5589,-98.1363,7173
"Union","Indiana",39.6256,-84.9251,7140
"Pierce","Nebraska",42.2644,-97.6013,7132
"Jefferson","Mississippi",31.7342,-91.0373,7129
"Grant","South Dakota",45.1719,-96.7677,7125
"Dallas","Arkansas",33.9699,-92.6544,7114
"Van Buren","Iowa",40.7532,-91.95,7104
"Jefferson","Nebraska",40.1757,-97.1427,7102
"Brooks","Texas",27.0316,-98.2187,7100
"Lee","Kentucky",37.5948,-83.7162,7088
"Grand Isle","Vermont",44.7968,-73.2949,7075
"Wallowa","Oregon",45.5799,-117.1811,7065
"Adair","Iowa",41.3307,-94.4709,7048
"Quitman","Mississippi",34.2514,-90.2891,7038
"Caribou","Idaho",42.7705,-111.5623,7028
"Refugio","Texas",28.3253,-97.1656,7015
"King and Queen","Virginia",37.7186,-76.8953,7011
"Nemaha","Nebraska",40.3877,-95.8498,6978
"Pendleton","West Virginia",38.6807,-79.3509,6968
"Charles City","Virginia",37.3567,-77.0622,6965
"Cameron","Louisiana",29.8754,-93.1937,6963
"East Carroll","Louisiana",32.7325,-91.235,6947
"Tucker","West Virginia",39.1136,-79.565,6943
"Weston","Wyoming",43.8405,-104.5678,6942
"Bailey","Texas",34.0685,-102.8299,6916
"Bon Homme","South Dakota",42.9885,-97.8846,6914
"Southeast Fairbanks","Alaska",63.8762,-143.213,6911
"Schuyler","Illinois",40.158,-90.6151,6897
"Russell","Kansas",38.9148,-98.7624,6896
"Fremont","Iowa",40.7456,-95.6047,6895
"Randolph","Georgia",31.7626,-84.7542,6888
"Monroe","Arkansas",34.6778,-91.2039,6879
"Wabaunsee","Kansas",38.9533,-96.205,6877
"Ida","Iowa",42.3869,-95.5135,6862
"Benson","North Dakota",48.0694,-99.366,6860
"Pembina","North Dakota",48.7675,-97.5518,6850
"Powell","Montana",46.8564,-112.9361,6843
"Presidio","Texas",29.9998,-104.2405,6808
"Treutlen","Georgia",32.4039,-82.5673,6787
"Clark","Missouri",40.4103,-91.7384,6783
"Huerfano","Colorado",37.6847,-104.9606,6769
"Henderson","Illinois",40.8181,-90.9251,6737
"Saguache","Colorado",38.0806,-106.2815,6730
"Lafayette","Arkansas",33.2416,-93.607,6728
"Pocahontas","Iowa",42.7342,-94.6787,6725
"Fall River","South Dakota",43.2394,-103.5275,6721
"Blaine","Montana",48.4327,-108.9586,6698
"Cumberland","Kentucky",36.7866,-85.3885,6660
"Clinch","Georgia",30.9149,-82.7062,6648
"Lac qui Parle","Minnesota",44.9955,-96.1735,6645
"Brown","Illinois",39.9618,-90.7504,6599
"Beaver","Utah",38.357,-113.2358,6594
"Pershing","Nevada",40.4403,-118.4045,6591
"Kearney","Nebraska",40.5067,-98.948,6588
"Gentry","Missouri",40.2121,-94.4099,6576
"Hancock","Tennessee",36.5236,-83.2219,6568
"Pawnee","Kansas",38.1813,-99.2367,6539
"Moody","South Dakota",44.022,-96.6709,6508
"Burt","Nebraska",41.8515,-96.3286,6503
"Chugach","Alaska",60.7228,-145.7754,6495
"Woodruff","Arkansas",35.1863,-91.2431,6477
"Buena Vista","Virginia",37.7319,-79.3568,6477
"Norman","Minnesota",47.3265,-96.4553,6466
"Menifee","Kentucky",37.9414,-83.5989,6463
"Surry","Virginia",37.1098,-76.9002,6459
"Stewart","Georgia",32.0785,-84.8352,6446
"Spink","South Dakota",44.938,-98.3462,6438
"Edwards","Illinois",38.4165,-88.0533,6431
"Howard","Nebraska",41.22,-98.5171,6428
"Wayne","Iowa",40.7395,-93.3274,6426
"Bottineau","North Dakota",48.7922,-100.8333,6418
"Galax","Virginia",36.666,-80.9176,6402
"Moore","Tennessee",35.2846,-86.3587,6396
"Rio Blanco","Colorado",39.9798,-108.2171,6369
"Prince of Wales-Hyder","Alaska",55.7997,-133.0192,6338
"Bland","Virginia",37.134,-81.1302,6334
"Antelope","Nebraska",42.1769,-98.0667,6315
"Calhoun","Georgia",31.5292,-84.6245,6301
"Luce","Michigan",46.4707,-85.5444,6286
"Reynolds","Missouri",37.3623,-90.9691,6274
"Wilkin","Minnesota",46.357,-96.4683,6264
"Talbot","Georgia",32.6995,-84.533,6245
"Clay","Nebraska",40.5244,-98.0513,6193
"Essex","Vermont",44.7275,-71.7359,6179
"Ellsworth","Kansas",38.6966,-98.2048,6176
"Sullivan","Missouri",40.2106,-93.1115,6163
"Taylor","Iowa",40.7374,-94.6964,6160
"Teton","Montana",47.8372,-112.2406,6127
"Gilpin","Colorado",39.8575,-105.5226,6108
"Hamlin","South Dakota",44.6738,-97.1883,6104
"Carter","Missouri",36.9412,-90.9623,6085
"Jefferson","Oklahoma",34.111,-97.8358,6084
"Broadwater","Montana",46.3324,-111.4955,6080
"Fulton","Kentucky",36.554,-89.1874,6064
"Bear Lake","Idaho",42.2848,-111.3297,6054
"Mitchell","Kansas",39.3933,-98.2094,6053
"Sullivan","Pennsylvania",41.4462,-76.5122,6038
"Garza","Texas",33.1799,-101.2984,6028
"Gray","Kansas",37.7382,-100.4379,6020
"Osceola","Iowa",43.3786,-95.6237,6016
"Alexander","Illinois",37.1915,-89.3375,6011
"Greenwood","Kansas",37.8778,-96.2326,6010
"San Saba","Texas",31.1552,-98.8176,6004
"Shelby","Missouri",39.7978,-92.0766,5975
"Grant","Minnesota",45.934,-96.0122,5962
"Carson","Texas",35.4035,-101.3543,5957
"Stanton","Nebraska",41.9169,-97.1939,5946
"Pondera","Montana",48.2279,-112.2267,5911
"Sherman","Kansas",39.3514,-101.72,5904
"Ohio","Indiana",38.9501,-84.9652,5890
"Lynn","Texas",33.1768,-101.8161,5886
"Dewey","South Dakota",45.1566,-100.8718,5841
"McHenry","North Dakota",48.2346,-100.6363,5825
"Van Buren","Tennessee",35.696,-85.4526,5813
"Ontonagon","Michigan",46.6644,-89.3148,5802
"Cherry","Nebraska",42.545,-101.1186,5801
"Alfalfa","Oklahoma",36.731,-98.324,5791
"Greer","Oklahoma",34.9357,-99.5608,5790
"Cotton","Oklahoma",34.2902,-98.3722,5783
"Floyd","Texas",34.0725,-101.3032,5782
