"lat","long","r","c","a","coastline"
-9.2,143.3,993,3234,1,1
-12.5,143.3,1026,3234,1,1
-38.7,143.3,1288,3234,1,1
-67,143.3,1571,3234,1,1
75.6,143.4,145,3235,1,1
74.9,143.4,152,3235,1,1
73.4,143.4,167,3235,1,1
73.3,143.4,168,3235,1,1
72.6,143.4,175,3235,1,1
59.1,143.4,310,3235,1,1
51.5,143.4,386,3235,1,1
51.4,143.4,387,3235,1,1
49.3,143.4,408,3235,1,1
47,143.4,431,3235,1,1
46.4,143.4,437,3235,1,1
44.5,143.4,456,3235,1,1
44.4,143.4,457,3235,1,1
42.1,143.4,480,3235,1,1
-3.6,143.4,937,3235,1,1
-8.4,143.4,985,3235,1,1
-8.5,143.4,986,3235,1,1
-9.2,143.4,993,3235,1,1
-12.6,143.4,1027,3235,1,1
-12.7,143.4,1028,3235,1,1
-38.7,143.4,1288,3235,1,1
-67,143.4,1571,3235,1,1
75.6,143.5,145,3236,1,1
74.9,143.5,152,3236,1,1
73.3,143.5,168,3236,1,1
72.6,143.5,175,3236,1,1
59.1,143.5,310,3236,1,1
51.3,143.5,388,3236,1,1
51.2,143.5,389,3236,1,1
51.1,143.5,390,3236,1,1
49.3,143.5,408,3236,1,1
46.9,143.5,432,3236,1,1
46.4,143.5,437,3236,1,1
46.3,143.5,438,3236,1,1
44.5,143.5,456,3236,1,1
42.2,143.5,479,3236,1,1
-3.6,143.5,937,3236,1,1
-8.3,143.5,984,3236,1,1
-8.6,143.5,987,3236,1,1
-8.7,143.5,988,3236,1,1
-8.8,143.5,989,3236,1,1
-8.9,143.5,990,3236,1,1
-9.1,143.5,992,3236,1,1
-12.8,143.5,1029,3236,1,1
-38.8,143.5,1289,3236,1,1
-67,143.5,1571,3236,1,1
75.6,143.6,145,3237,1,1
74.9,143.6,152,3237,1,1
72.6,143.6,175,3237,1,1
59.1,143.6,310,3237,1,1
51,143.6,391,3237,1,1
50.9,143.6,392,3237,1,1
49.2,143.6,409,3237,1,1
46.8,143.6,433,3237,1,1
46.7,143.6,434,3237,1,1
46.6,143.6,435,3237,1,1
46.5,143.6,436,3237,1,1
44.5,143.6,456,3237,1,1
42.4,143.6,477,3237,1,1
42.3,143.6,478,3237,1,1
-3.6,143.6,937,3237,1,1
-8.3,143.6,984,3237,1,1
-9,143.6,991,3237,1,1
-9.1,143.6,992,3237,1,1
-12.9,143.6,1030,3237,1,1
-13,143.6,1031,3237,1,1
-13.1,143.6,1032,3237,1,1
-13.2,143.6,1033,3237,1,1
-13.3,143.6,1034,3237,1,1
-13.4,143.6,1035,3237,1,1
-38.8,143.6,1289,3237,1,1
-67,143.6,1571,3237,1,1
75.6,143.7,145,3238,1,1
74.9,143.7,152,3238,1,1
72.6,143.7,175,3238,1,1
59.1,143.7,310,3238,1,1
50.8,143.7,393,3238,1,1
50.7,143.7,394,3238,1,1
49.2,143.7,409,3238,1,1
44.5,143.7,456,3238,1,1
42.5,143.7,476,3238,1,1
-3.7,143.7,938,3238,1,1
-8.2,143.7,983,3238,1,1
-13.5,143.7,1036,3238,1,1
-13.6,143.7,1037,3238,1,1
-13.7,143.7,1038,3238,1,1
-13.8,143.7,1039,3238,1,1
-13.9,143.7,1040,3238,1,1
-14,143.7,1041,3238,1,1
-14.1,143.7,1042,3238,1,1
-14.2,143.7,1043,3238,1,1
-38.8,143.7,1289,3238,1,1
-67,143.7,1571,3238,1,1
75.6,143.8,145,3239,1,1
74.9,143.8,152,3239,1,1
72.6,143.8,175,3239,1,1
59.1,143.8,310,3239,1,1
50.6,143.8,395,3239,1,1
50.5,143.8,396,3239,1,1
49.2,143.8,409,3239,1,1
44.5,143.8,456,3239,1,1
42.6,143.8,475,3239,1,1
-3.7,143.8,938,3239,1,1
-8.1,143.8,982,3239,1,1
-14.3,143.8,1044,3239,1,1
-14.4,143.8,1045,3239,1,1
-38.7,143.8,1288,3239,1,1
-67,143.8,1571,3239,1,1
75.6,143.9,145,3240,1,1
74.9,143.9,152,3240,1,1
72.5,143.9,176,3240,1,1
59.1,143.9,310,3240,1,1
50.4,143.9,397,3240,1,1
50.3,143.9,398,3240,1,1
49.2,143.9,409,3240,1,1
44.5,143.9,456,3240,1,1
42.7,143.9,474,3240,1,1
-3.7,143.9,938,3240,1,1
-8.1,143.9,982,3240,1,1
-14.5,143.9,1046,3240,1,1
-14.6,143.9,1047,3240,1,1
-38.6,143.9,1287,3240,1,1
-67.1,143.9,1572,3240,1,1
75.6,144,145,3241,1,1
74.9,144,152,3241,1,1
72.5,144,176,3241,1,1
59.2,144,309,3241,1,1
50.2,144,399,3241,1,1
50.1,144,400,3241,1,1
49.2,144,409,3241,1,1
44.5,144,456,3241,1,1
44.1,144,460,3241,1,1
42.8,144,473,3241,1,1
-3.8,144,939,3241,1,1
-8,144,981,3241,1,1
-14.7,144,1048,3241,1,1
-38.6,144,1287,3241,1,1
-67.1,144,1572,3241,1,1
75.6,144.1,145,3242,1,1
74.9,144.1,152,3242,1,1
72.5,144.1,176,3242,1,1
59.2,144.1,309,3242,1,1
50,144.1,401,3242,1,1
49.9,144.1,402,3242,1,1
49.1,144.1,410,3242,1,1
44.4,144.1,457,3242,1,1
44.3,144.1,458,3242,1,1
44.2,144.1,459,3242,1,1
44,144.1,461,3242,1,1
42.9,144.1,472,3242,1,1
-3.8,144.1,939,3242,1,1
-8,144.1,981,3242,1,1
-14.8,144.1,1049,3242,1,1
-38.5,144.1,1286,3242,1,1
-67.1,144.1,1572,3242,1,1
75.5,144.2,146,3243,1,1
74.9,144.2,152,3243,1,1
72.5,144.2,176,3243,1,1
59.2,144.2,309,3243,1,1
49.8,144.2,403,3243,1,1
49.1,144.2,410,3243,1,1
44.2,144.2,459,3243,1,1
44.1,144.2,460,3243,1,1
44,144.2,461,3243,1,1
43,144.2,471,3243,1,1
-3.8,144.2,939,3243,1,1
-7.9,144.2,980,3243,1,1
-14.7,144.2,1048,3243,1,1
-38.4,144.2,1285,3243,1,1
-67.1,144.2,1572,3243,1,1
75.5,144.3,146,3244,1,1
74.9,144.3,152,3244,1,1
72.5,144.3,176,3244,1,1
59.2,144.3,309,3244,1,1
49.7,144.3,404,3244,1,1
49.6,144.3,405,3244,1,1
49.1,144.3,410,3244,1,1
43.9,144.3,462,3244,1,1
43,144.3,471,3244,1,1
-3.9,144.3,940,3244,1,1
-7.9,144.3,980,3244,1,1
-14.7,144.3,1048,3244,1,1
-38.3,144.3,1284,3244,1,1
-67.1,144.3,1572,3244,1,1
75.5,144.4,146,3245,1,1
74.9,144.4,152,3245,1,1
72.5,144.4,176,3245,1,1
59.2,144.4,309,3245,1,1
49.5,144.4,406,3245,1,1
49.4,144.4,407,3245,1,1
49.1,144.4,410,3245,1,1
43.9,144.4,462,3245,1,1
43,144.4,471,3245,1,1
-3.9,144.4,940,3245,1,1
-7.9,144.4,980,3245,1,1
-14.6,144.4,1047,3245,1,1
-38.3,144.4,1284,3245,1,1
-67.1,144.4,1572,3245,1,1
75.5,144.5,146,3246,1,1
75,144.5,151,3246,1,1
72.5,144.5,176,3246,1,1
59.2,144.5,309,3246,1,1
49.3,144.5,408,3246,1,1
49.2,144.5,409,3246,1,1
49.1,144.5,410,3246,1,1
43.9,144.5,462,3246,1,1
43.1,144.5,470,3246,1,1
-3.9,144.5,940,3246,1,1
-7.8,144.5,979,3246,1,1
-14.5,144.5,1046,3246,1,1
-38.2,144.5,1283,3246,1,1
-67.1,144.5,1572,3246,1,1
75.5,144.6,146,3247,1,1
75.1,144.6,150,3247,1,1
72.5,144.6,176,3247,1,1
59.2,144.6,309,3247,1,1
49.1,144.6,410,3247,1,1
49,144.6,411,3247,1,1
43.9,144.6,462,3247,1,1
43.1,144.6,470,3247,1,1
-4,144.6,941,3247,1,1
-7.8,144.6,979,3247,1,1
-14.5,144.6,1046,3247,1,1
-38.1,144.6,1282,3247,1,1
-67.1,144.6,1572,3247,1,1
75.5,144.7,146,3248,1,1
75.2,144.7,149,3248,1,1
72.5,144.7,176,3248,1,1
59.2,144.7,309,3248,1,1
43.8,144.7,463,3248,1,1
43.1,144.7,470,3248,1,1
-4,144.7,941,3248,1,1
-7.8,144.7,979,3248,1,1
-14.4,144.7,1045,3248,1,1
-14.5,144.7,1046,3248,1,1
-38.1,144.7,1282,3248,1,1
-67.1,144.7,1572,3248,1,1
75.5,144.8,146,3249,1,1
75.3,144.8,148,3249,1,1
72.5,144.8,176,3249,1,1
59.2,144.8,309,3249,1,1
43.8,144.8,463,3249,1,1
43.1,144.8,470,3249,1,1
-4.1,144.8,942,3249,1,1
-7.7,144.8,978,3249,1,1
-14.6,144.8,1047,3249,1,1
-38,144.8,1281,3249,1,1
-67.1,144.8,1572,3249,1,1
75.4,144.9,147,3250,1,1
75.3,144.9,148,3250,1,1
72.5,144.9,176,3250,1,1
59.2,144.9,309,3250,1,1
43.9,144.9,462,3250,1,1
43.1,144.9,470,3250,1,1
-4.1,144.9,942,3250,1,1
-7.7,144.9,978,3250,1,1
-14.7,144.9,1048,3250,1,1
-38,144.9,1281,3250,1,1
-67.1,144.9,1572,3250,1,1
75.4,145,147,3251,1,1
72.5,145,176,3251,1,1
59.2,145,309,3251,1,1
43.9,145,462,3251,1,1
43.2,145,469,3251,1,1
-4.2,145,943,3251,1,1
-7.7,145,978,3251,1,1
-14.8,145,1049,3251,1,1
-38,145,1281,3251,1,1
-40.9,145,1310,3251,1,1
-41,145,1311,3251,1,1
-41.1,145,1312,3251,1,1
-41.2,145,1313,3251,1,1
-41.3,145,1314,3251,1,1
-67.1,145,1572,3251,1,1
72.4,145.1,177,3252,1,1
59.3,145.1,308,3252,1,1
44,145.1,461,3252,1,1
43.2,145.1,469,3252,1,1
-4.3,145.1,944,3252,1,1
-7.8,145.1,979,3252,1,1
-14.9,145.1,1050,3252,1,1
-37.9,145.1,1280,3252,1,1
-38.1,145.1,1282,3252,1,1
-38.4,145.1,1285,3252,1,1
-40.9,145.1,1310,3252,1,1
-41.4,145.1,1315,3252,1,1
-41.5,145.1,1316,3252,1,1
-67.2,145.1,1573,3252,1,1
72.4,145.2,177,3253,1,1
59.3,145.2,308,3253,1,1
44,145.2,461,3253,1,1
43.2,145.2,469,3253,1,1
-4.4,145.2,945,3253,1,1
-7.8,145.2,979,3253,1,1
-15,145.2,1051,3253,1,1
-37.9,145.2,1280,3253,1,1
-38.2,145.2,1283,3253,1,1
-38.3,145.2,1284,3253,1,1
-38.5,145.2,1286,3253,1,1
-41,145.2,1311,3253,1,1
-41.6,145.2,1317,3253,1,1
-41.7,145.2,1318,3253,1,1
-67.2,145.2,1573,3253,1,1
72.4,145.3,177,3254,1,1
59.3,145.3,308,3254,1,1
44.1,145.3,460,3254,1,1
43.2,145.3,469,3254,1,1
-4.4,145.3,945,3254,1,1
-7.9,145.3,980,3254,1,1
-15,145.3,1051,3254,1,1
-15.3,145.3,1054,3254,1,1
-15.4,145.3,1055,3254,1,1
-15.5,145.3,1056,3254,1,1
-15.6,145.3,1057,3254,1,1
-15.7,145.3,1058,3254,1,1
-38,145.3,1281,3254,1,1
-38.1,145.3,1282,3254,1,1
-38.5,145.3,1286,3254,1,1
-41,145.3,1311,3254,1,1
-41.8,145.3,1319,3254,1,1
-41.9,145.3,1320,3254,1,1
-67.2,145.3,1573,3254,1,1
72.4,145.4,177,3255,1,1
59.3,145.4,308,3255,1,1
44.1,145.4,460,3255,1,1
43.2,145.4,469,3255,1,1
-4.5,145.4,946,3255,1,1
-7.9,145.4,980,3255,1,1
-15.1,145.4,1052,3255,1,1
-15.2,145.4,1053,3255,1,1
-15.8,145.4,1059,3255,1,1
-15.9,145.4,1060,3255,1,1
-16,145.4,1061,3255,1,1
-16.1,145.4,1062,3255,1,1
-38.5,145.4,1286,3255,1,1
-41,145.4,1311,3255,1,1
-42,145.4,1321,3255,1,1
-42.1,145.4,1322,3255,1,1
-67.2,145.4,1573,3255,1,1
72.4,145.5,177,3256,1,1
59.3,145.5,308,3256,1,1
44,145.5,461,3256,1,1
43.9,145.5,462,3256,1,1
43.8,145.5,463,3256,1,1
43.7,145.5,464,3256,1,1
43.6,145.5,465,3256,1,1
43.5,145.5,466,3256,1,1
43.3,145.5,468,3256,1,1
-4.6,145.5,947,3256,1,1
-7.9,145.5,980,3256,1,1
-16.2,145.5,1063,3256,1,1
-16.3,145.5,1064,3256,1,1
-16.4,145.5,1065,3256,1,1
-16.5,145.5,1066,3256,1,1
-38.6,145.5,1287,3256,1,1
-41,145.5,1311,3256,1,1
-42.2,145.5,1323,3256,1,1
-42.3,145.5,1324,3256,1,1
-67.2,145.5,1573,3256,1,1
72.4,145.6,177,3257,1,1
59.3,145.6,308,3257,1,1
43.4,145.6,467,3257,1,1
43.3,145.6,468,3257,1,1
-4.7,145.6,948,3257,1,1
-8,145.6,981,3257,1,1
-16.6,145.6,1067,3257,1,1
-16.7,145.6,1068,3257,1,1
-38.6,145.6,1287,3257,1,1
-41,145.6,1311,3257,1,1
-42.4,145.6,1325,3257,1,1
-42.5,145.6,1326,3257,1,1
-42.6,145.6,1327,3257,1,1
-67.2,145.6,1573,3257,1,1
72.4,145.7,177,3258,1,1
59.3,145.7,308,3258,1,1
-4.8,145.7,949,3258,1,1
-8,145.7,981,3258,1,1
-16.8,145.7,1069,3258,1,1
-16.9,145.7,1070,3258,1,1
-38.7,145.7,1288,3258,1,1
-41.1,145.7,1312,3258,1,1
-42.7,145.7,1328,3258,1,1
-42.8,145.7,1329,3258,1,1
-67.2,145.7,1573,3258,1,1
72.4,145.8,177,3259,1,1
59.3,145.8,308,3259,1,1
-4.8,145.8,949,3259,1,1
-8,145.8,981,3259,1,1
-17,145.8,1071,3259,1,1
-38.7,145.8,1288,3259,1,1
-41.1,145.8,1312,3259,1,1
-42.9,145.8,1330,3259,1,1
-43,145.8,1331,3259,1,1
-67.3,145.8,1574,3259,1,1
72.4,145.9,177,3260,1,1
59.3,145.9,308,3260,1,1
-4.9,145.9,950,3260,1,1
-8.1,145.9,982,3260,1,1
-17.1,145.9,1072,3260,1,1
-38.8,145.9,1289,3260,1,1
-41.2,145.9,1313,3260,1,1
-43.1,145.9,1332,3260,1,1
-67.3,145.9,1574,3260,1,1
72.4,146,177,3261,1,1
59.3,146,308,3261,1,1
-5,146,951,3261,1,1
-5.1,146,952,3261,1,1
-5.2,146,953,3261,1,1
-5.3,146,954,3261,1,1
-8.1,146,982,3261,1,1
-17.2,146,1073,3261,1,1
-17.3,146,1074,3261,1,1
-17.4,146,1075,3261,1,1
-38.8,146,1289,3261,1,1
-41.2,146,1313,3261,1,1
-43.2,146,1333,3261,1,1
-43.3,146,1334,3261,1,1
-67.4,146,1575,3261,1,1
-67.7,146,1578,3261,1,1
72.4,146.1,177,3262,1,1
59.3,146.1,308,3262,1,1
-5.4,146.1,955,3262,1,1
-5.5,146.1,956,3262,1,1
-8.2,146.1,983,3262,1,1
-17.5,146.1,1076,3262,1,1
-17.6,146.1,1077,3262,1,1
-17.7,146.1,1078,3262,1,1
-18.2,146.1,1083,3262,1,1
-18.3,146.1,1084,3262,1,1
-18.4,146.1,1085,3262,1,1
-18.5,146.1,1086,3262,1,1
-38.9,146.1,1290,3262,1,1
-41.2,146.1,1313,3262,1,1
-43.4,146.1,1335,3262,1,1
-67.4,146.1,1575,3262,1,1
-67.5,146.1,1576,3262,1,1
-67.6,146.1,1577,3262,1,1
-67.8,146.1,1579,3262,1,1
72.4,146.2,177,3263,1,1
59.3,146.2,308,3263,1,1
-5.6,146.2,957,3263,1,1
-8.2,146.2,983,3263,1,1
-17.8,146.2,1079,3263,1,1
-17.9,146.2,1080,3263,1,1
-18,146.2,1081,3263,1,1
-18.1,146.2,1082,3263,1,1
-18.6,146.2,1087,3263,1,1
-18.7,146.2,1088,3263,1,1
-38.9,146.2,1290,3263,1,1
-41.3,146.2,1314,3263,1,1
-43.5,146.2,1336,3263,1,1
-43.6,146.2,1337,3263,1,1
-67.8,146.2,1579,3263,1,1
72.4,146.3,177,3264,1,1
59.3,146.3,308,3264,1,1
-5.7,146.3,958,3264,1,1
-8.3,146.3,984,3264,1,1
-8.4,146.3,985,3264,1,1
-18.8,146.3,1089,3264,1,1
-18.9,146.3,1090,3264,1,1
-39,146.3,1291,3264,1,1
-41.3,146.3,1314,3264,1,1
-43.6,146.3,1337,3264,1,1
-67.9,146.3,1580,3264,1,1
72.3,146.4,178,3265,1,1
59.2,146.4,309,3265,1,1
-5.7,146.4,958,3265,1,1
-8.5,146.4,986,3265,1,1
-8.6,146.4,987,3265,1,1
-19,146.4,1091,3265,1,1
-19.1,146.4,1092,3265,1,1
-39,146.4,1291,3265,1,1
-41.4,146.4,1315,3265,1,1
-43.6,146.4,1337,3265,1,1
-67.9,146.4,1580,3265,1,1
75.3,146.5,148,3266,1,1
75.2,146.5,149,3266,1,1
72.3,146.5,178,3266,1,1
59.2,146.5,309,3266,1,1
-5.7,146.5,958,3266,1,1
-8.7,146.5,988,3266,1,1
-19.2,146.5,1093,3266,1,1
-39.1,146.5,1292,3266,1,1
-41.4,146.5,1315,3266,1,1
-43.6,146.5,1337,3266,1,1
-68,146.5,1581,3266,1,1
75.3,146.6,148,3267,1,1
75.1,146.6,150,3267,1,1
72.3,146.6,178,3267,1,1
59.2,146.6,309,3267,1,1
-5.8,146.6,959,3267,1,1
-8.8,146.6,989,3267,1,1
-8.9,146.6,990,3267,1,1
-19.2,146.6,1093,3267,1,1
-39,146.6,1291,3267,1,1
-41.4,146.6,1315,3267,1,1
-43.6,146.6,1337,3267,1,1
-68,146.6,1581,3267,1,1
75.3,146.7,148,3268,1,1
75.1,146.7,150,3268,1,1
72.3,146.7,178,3268,1,1
59.2,146.7,309,3268,1,1
-5.8,146.7,959,3268,1,1
-9,146.7,991,3268,1,1
-19.3,146.7,1094,3268,1,1
-38.9,146.7,1290,3268,1,1
-41.3,146.7,1314,3268,1,1
-43.6,146.7,1337,3268,1,1
-68.1,146.7,1582,3268,1,1
75.3,146.8,148,3269,1,1
75.1,146.8,150,3269,1,1
72.3,146.8,178,3269,1,1
59.2,146.8,309,3269,1,1
-5.8,146.8,959,3269,1,1
-9.1,146.8,992,3269,1,1
-19.3,146.8,1094,3269,1,1
-38.8,146.8,1289,3269,1,1
-41.3,146.8,1314,3269,1,1
-43.6,146.8,1337,3269,1,1
-68.1,146.8,1582,3269,1,1
75.3,146.9,148,3270,1,1
75.1,146.9,150,3270,1,1
72.3,146.9,178,3270,1,1
59.2,146.9,309,3270,1,1
-5.9,146.9,960,3270,1,1
-9.2,146.9,993,3270,1,1
-19.4,146.9,1095,3270,1,1
-38.8,146.9,1289,3270,1,1
-41.2,146.9,1313,3270,1,1
-43.7,146.9,1338,3270,1,1
-68.1,146.9,1582,3270,1,1
75.3,147,148,3271,1,1
75,147,151,3271,1,1
72.3,147,178,3271,1,1
59.2,147,309,3271,1,1
-5.9,147,960,3271,1,1
-9.3,147,994,3271,1,1
-19.4,147,1095,3271,1,1
-38.7,147,1288,3271,1,1
-41.2,147,1313,3271,1,1
-43.7,147,1338,3271,1,1
-68.2,147,1583,3271,1,1
75.3,147.1,148,3272,1,1
75,147.1,151,3272,1,1
72.3,147.1,178,3272,1,1
59.2,147.1,309,3272,1,1
-6,147.1,961,3272,1,1
-6.9,147.1,970,3272,1,1
-9.4,147.1,995,3272,1,1
-19.5,147.1,1096,3272,1,1
-38.6,147.1,1287,3272,1,1
-41.2,147.1,1313,3272,1,1
-43.6,147.1,1337,3272,1,1
-68.2,147.1,1583,3272,1,1
75.3,147.2,148,3273,1,1
75,147.2,151,3273,1,1
72.3,147.2,178,3273,1,1
59.2,147.2,309,3273,1,1
-6,147.2,961,3273,1,1
-6.8,147.2,969,3273,1,1
-7,147.2,971,3273,1,1
-7.1,147.2,972,3273,1,1
-7.2,147.2,973,3273,1,1
-7.3,147.2,974,3273,1,1
-9.5,147.2,996,3273,1,1
-19.5,147.2,1096,3273,1,1
-38.5,147.2,1286,3273,1,1
-41.1,147.2,1312,3273,1,1
-43.5,147.2,1336,3273,1,1
-68.2,147.2,1583,3273,1,1
75.3,147.3,148,3274,1,1
75,147.3,151,3274,1,1
72.3,147.3,178,3274,1,1
59.2,147.3,309,3274,1,1
-6,147.3,961,3274,1,1
-6.8,147.3,969,3274,1,1
-7.4,147.3,975,3274,1,1
-7.5,147.3,976,3274,1,1
-9.6,147.3,997,3274,1,1
-19.6,147.3,1097,3274,1,1
-38.4,147.3,1285,3274,1,1
-41.1,147.3,1312,3274,1,1
-43.4,147.3,1335,3274,1,1
-68.2,147.3,1583,3274,1,1
75.3,147.4,148,3275,1,1
75,147.4,151,3275,1,1
72.3,147.4,178,3275,1,1
59.2,147.4,309,3275,1,1
-6.1,147.4,962,3275,1,1
-6.8,147.4,969,3275,1,1
-7.6,147.4,977,3275,1,1
-9.7,147.4,998,3275,1,1
-19.6,147.4,1097,3275,1,1
-38.3,147.4,1284,3275,1,1
-41.1,147.4,1312,3275,1,1
-43.3,147.4,1334,3275,1,1
-68.3,147.4,1584,3275,1,1
75.2,147.5,149,3276,1,1
74.9,147.5,152,3276,1,1
72.3,147.5,178,3276,1,1
59.2,147.5,309,3276,1,1
-6.1,147.5,962,3276,1,1
-6.8,147.5,969,3276,1,1
-7.6,147.5,977,3276,1,1
-9.8,147.5,999,3276,1,1
-19.7,147.5,1098,3276,1,1
-38.2,147.5,1283,3276,1,1
-41.1,147.5,1312,3276,1,1
-43.2,147.5,1333,3276,1,1
-68.3,147.5,1584,3276,1,1
75.2,147.6,149,3277,1,1
74.9,147.6,152,3277,1,1
72.3,147.6,178,3277,1,1
59.2,147.6,309,3277,1,1
-6.1,147.6,962,3277,1,1
-6.7,147.6,968,3277,1,1
-7.7,147.6,978,3277,1,1
-9.8,147.6,999,3277,1,1
-19.7,147.6,1098,3277,1,1
-38.2,147.6,1283,3277,1,1
-41,147.6,1311,3277,1,1
-43.1,147.6,1332,3277,1,1
-68.3,147.6,1584,3277,1,1
75.2,147.7,149,3278,1,1
74.9,147.7,152,3278,1,1
72.2,147.7,179,3278,1,1
59.2,147.7,309,3278,1,1
-6.2,147.7,963,3278,1,1
-6.7,147.7,968,3278,1,1
-7.8,147.7,979,3278,1,1
-9.9,147.7,1000,3278,1,1
-19.8,147.7,1099,3278,1,1
-38.1,147.7,1282,3278,1,1
-41,147.7,1311,3278,1,1
-43,147.7,1331,3278,1,1
-68.3,147.7,1584,3278,1,1
75.2,147.8,149,3279,1,1
74.9,147.8,152,3279,1,1
72.2,147.8,179,3279,1,1
59.2,147.8,309,3279,1,1
-6.2,147.8,963,3279,1,1
-6.3,147.8,964,3279,1,1
-6.7,147.8,968,3279,1,1
-7.8,147.8,979,3279,1,1
-10,147.8,1001,3279,1,1
-19.8,147.8,1099,3279,1,1
-38.1,147.8,1282,3279,1,1
-41,147.8,1311,3279,1,1
-43.1,147.8,1332,3279,1,1
-68.4,147.8,1585,3279,1,1
75.2,147.9,149,3280,1,1
74.8,147.9,153,3280,1,1
72.2,147.9,179,3280,1,1
59.2,147.9,309,3280,1,1
-6.4,147.9,965,3280,1,1
-6.5,147.9,966,3280,1,1
-6.7,147.9,968,3280,1,1
-7.9,147.9,980,3280,1,1
-10.1,147.9,1002,3280,1,1
-19.9,147.9,1100,3280,1,1
-38,147.9,1281,3280,1,1
-41,147.9,1311,3280,1,1
-43.1,147.9,1332,3280,1,1
-68.4,147.9,1585,3280,1,1
75.2,148,149,3281,1,1
74.8,148,153,3281,1,1
72.2,148,179,3281,1,1
59.1,148,310,3281,1,1
-6.6,148,967,3281,1,1
-6.7,148,968,3281,1,1
-8,148,981,3281,1,1
-10.1,148,1002,3281,1,1
-20,148,1101,3281,1,1
-38,148,1281,3281,1,1
-41,148,1311,3281,1,1
-42.9,148,1330,3281,1,1
-43,148,1331,3281,1,1
-43.1,148,1332,3281,1,1
-43.2,148,1333,3281,1,1
-68.4,148,1585,3281,1,1
75.2,148.1,149,3282,1,1
74.8,148.1,153,3282,1,1
72.2,148.1,179,3282,1,1
59.1,148.1,310,3282,1,1
-8,148.1,981,3282,1,1
-10.2,148.1,1003,3282,1,1
-20.1,148.1,1102,3282,1,1
-37.9,148.1,1280,3282,1,1
-41.1,148.1,1312,3282,1,1
-42.5,148.1,1326,3282,1,1
-42.6,148.1,1327,3282,1,1
-42.7,148.1,1328,3282,1,1
-42.8,148.1,1329,3282,1,1
-68.4,148.1,1585,3282,1,1
75.2,148.2,149,3283,1,1
74.8,148.2,153,3283,1,1
72.2,148.2,179,3283,1,1
59.1,148.2,310,3283,1,1
-8.1,148.2,982,3283,1,1
-10.2,148.2,1003,3283,1,1
-20.1,148.2,1102,3283,1,1
-37.9,148.2,1280,3283,1,1
-41.1,148.2,1312,3283,1,1
-42.4,148.2,1325,3283,1,1
-68.5,148.2,1586,3283,1,1
75.2,148.3,149,3284,1,1
74.8,148.3,153,3284,1,1
72.2,148.3,179,3284,1,1
59.1,148.3,310,3284,1,1
-8.2,148.3,983,3284,1,1
-8.3,148.3,984,3284,1,1
-10.2,148.3,1003,3284,1,1
-20.2,148.3,1103,3284,1,1
-37.8,148.3,1279,3284,1,1
-41.1,148.3,1312,3284,1,1
-41.2,148.3,1313,3284,1,1
-41.3,148.3,1314,3284,1,1
-41.4,148.3,1315,3284,1,1
-41.5,148.3,1316,3284,1,1
-41.6,148.3,1317,3284,1,1
-42.3,148.3,1324,3284,1,1
-68.5,148.3,1586,3284,1,1
75.2,148.4,149,3285,1,1
74.8,148.4,153,3285,1,1
72.2,148.4,179,3285,1,1
59.1,148.4,310,3285,1,1
-8.4,148.4,985,3285,1,1
-10.3,148.4,1004,3285,1,1
-20.3,148.4,1104,3285,1,1
-37.8,148.4,1279,3285,1,1
-41.7,148.4,1318,3285,1,1
-41.8,148.4,1319,3285,1,1
-41.9,148.4,1320,3285,1,1
-42,148.4,1321,3285,1,1
-42.1,148.4,1322,3285,1,1
-42.2,148.4,1323,3285,1,1
-68.5,148.4,1586,3285,1,1
75.2,148.5,149,3286,1,1
74.8,148.5,153,3286,1,1
72.2,148.5,179,3286,1,1
59.1,148.5,310,3286,1,1
-8.5,148.5,986,3286,1,1
-8.6,148.5,987,3286,1,1
-10.3,148.5,1004,3286,1,1
-20.3,148.5,1104,3286,1,1
-37.8,148.5,1279,3286,1,1
-68.5,148.5,1586,3286,1,1
75.2,148.6,149,3287,1,1
74.8,148.6,153,3287,1,1
72.2,148.6,179,3287,1,1
59.1,148.6,310,3287,1,1
-5.6,148.6,957,3287,1,1
-5.7,148.6,958,3287,1,1
-5.8,148.6,959,3287,1,1
-8.7,148.6,988,3287,1,1
-8.8,148.6,989,3287,1,1
-10.3,148.6,1004,3287,1,1
-20.4,148.6,1105,3287,1,1
-37.8,148.6,1279,3287,1,1
-68.5,148.6,1586,3287,1,1
75.2,148.7,149,3288,1,1
74.8,148.7,153,3288,1,1
72.2,148.7,179,3288,1,1
59.1,148.7,310,3288,1,1
-5.6,148.7,957,3288,1,1
-5.9,148.7,960,3288,1,1
-8.9,148.7,990,3288,1,1
-10.3,148.7,1004,3288,1,1
-20.4,148.7,1105,3288,1,1
-37.8,148.7,1279,3288,1,1
-68.5,148.7,1586,3288,1,1
75.2,148.8,149,3289,1,1
74.8,148.8,153,3289,1,1
72.2,148.8,179,3289,1,1
59.1,148.8,310,3289,1,1
-5.7,148.8,958,3289,1,1
-5.9,148.8,960,3289,1,1
-9,148.8,991,3289,1,1
-9.1,148.8,992,3289,1,1
-10.3,148.8,1004,3289,1,1
-20.5,148.8,1106,3289,1,1
-20.6,148.8,1107,3289,1,1
-20.7,148.8,1108,3289,1,1
-37.8,148.8,1279,3289,1,1
-68.6,148.8,1587,3289,1,1
75.1,148.9,150,3290,1,1
74.7,148.9,154,3290,1,1
